year,round,event,driver,team,grid_position,finish_position,is_dnf,teammate_race_gap,status
2022,1,Bahrain Grand Prix,LEC,Ferrari,1,1,False,-1.0,Finished
2022,1,Bahrain Grand Prix,SAI,Ferrari,3,2,False,1.0,Finished
2022,1,Bahrain Grand Prix,HAM,Mercedes,5,3,False,-1.0,Finished
2022,1,Bahrain Grand Prix,RUS,Mercedes,9,4,False,1.0,Finished
2022,1,Bahrain Grand Prix,MAG,Haas F1 Team,7,5,False,-6.0,Finished
2022,1,Bahrain Grand Prix,MSC,Haas F1 Team,12,11,False,6.0,Finished
2022,1,Bahrain Grand Prix,BOT,Alfa Romeo,6,6,False,-4.0,Finished
2022,1,Bahrain Grand Prix,ZHO,Alfa Romeo,15,10,False,4.0,Finished
2022,1,Bahrain Grand Prix,OCO,Alpine,11,7,False,-2.0,Finished
2022,1,Bahrain Grand Prix,ALO,Alpine,8,9,False,2.0,Finished
2022,1,Bahrain Grand Prix,TSU,AlphaTauri,16,8,False,-12.0,Finished
2022,1,Bahrain Grand Prix,GAS,AlphaTauri,10,20,True,12.0,Power Unit
2022,1,Bahrain Grand Prix,STR,Aston Martin,19,12,False,-5.0,Finished
2022,1,Bahrain Grand Prix,HUL,Aston Martin,17,17,False,5.0,Finished
2022,1,Bahrain Grand Prix,ALB,Williams,14,13,False,-3.0,Finished
2022,1,Bahrain Grand Prix,LAT,Williams,20,16,False,3.0,Finished
2022,1,Bahrain Grand Prix,RIC,McLaren,18,14,False,-1.0,Finished
2022,1,Bahrain Grand Prix,NOR,McLaren,13,15,False,1.0,Finished
2022,1,Bahrain Grand Prix,PER,Red Bull Racing,4,18,True,-1.0,Fuel pressure
2022,1,Bahrain Grand Prix,VER,Red Bull Racing,2,19,True,1.0,Fuel pressure
2022,2,Saudi Arabian Grand Prix,VER,Red Bull Racing,4,1,False,-3.0,Finished
2022,2,Saudi Arabian Grand Prix,PER,Red Bull Racing,1,4,False,3.0,Finished
2022,2,Saudi Arabian Grand Prix,LEC,Ferrari,2,2,False,-1.0,Finished
2022,2,Saudi Arabian Grand Prix,SAI,Ferrari,3,3,False,1.0,Finished
2022,2,Saudi Arabian Grand Prix,RUS,Mercedes,6,5,False,-5.0,Finished
2022,2,Saudi Arabian Grand Prix,HAM,Mercedes,15,10,False,5.0,Finished
2022,2,Saudi Arabian Grand Prix,OCO,Alpine,5,6,False,-10.0,Finished
2022,2,Saudi Arabian Grand Prix,ALO,Alpine,7,16,True,10.0,Water pump
2022,2,Saudi Arabian Grand Prix,NOR,McLaren,11,7,False,-10.0,Finished
2022,2,Saudi Arabian Grand Prix,RIC,McLaren,14,17,True,10.0,Gearbox
2022,2,Saudi Arabian Grand Prix,GAS,AlphaTauri,9,8,False,-11.0,Finished
2022,2,Saudi Arabian Grand Prix,TSU,AlphaTauri,19,19,True,11.0,Power Unit
2022,2,Saudi Arabian Grand Prix,MAG,Haas F1 Team,10,9,False,-90.0,Finished
2022,2,Saudi Arabian Grand Prix,MSC,Haas F1 Team,20,99,True,90.0,Withdrew
2022,2,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,12,11,False,-4.0,Finished
2022,2,Saudi Arabian Grand Prix,BOT,Alfa Romeo,8,15,True,4.0,Cooling system
2022,2,Saudi Arabian Grand Prix,HUL,Aston Martin,17,12,False,-1.0,Finished
2022,2,Saudi Arabian Grand Prix,STR,Aston Martin,13,13,False,1.0,+1 Lap
2022,2,Saudi Arabian Grand Prix,ALB,Williams,16,14,True,-4.0,Collision damage
2022,2,Saudi Arabian Grand Prix,LAT,Williams,18,18,True,4.0,Accident
2022,3,Australian Grand Prix,LEC,Ferrari,1,1,False,-19.0,Finished
2022,3,Australian Grand Prix,SAI,Ferrari,9,20,True,19.0,Spun off
2022,3,Australian Grand Prix,PER,Red Bull Racing,3,2,False,-16.0,Finished
2022,3,Australian Grand Prix,VER,Red Bull Racing,2,18,True,16.0,Fuel leak
2022,3,Australian Grand Prix,RUS,Mercedes,6,3,False,-1.0,Finished
2022,3,Australian Grand Prix,HAM,Mercedes,5,4,False,1.0,Finished
2022,3,Australian Grand Prix,NOR,McLaren,4,5,False,-1.0,Finished
2022,3,Australian Grand Prix,RIC,McLaren,7,6,False,1.0,Finished
2022,3,Australian Grand Prix,OCO,Alpine,8,7,False,-10.0,Finished
2022,3,Australian Grand Prix,ALO,Alpine,10,17,False,10.0,+1 Lap
2022,3,Australian Grand Prix,BOT,Alfa Romeo,12,8,False,-3.0,Finished
2022,3,Australian Grand Prix,ZHO,Alfa Romeo,14,11,False,3.0,Finished
2022,3,Australian Grand Prix,GAS,AlphaTauri,11,9,False,-6.0,Finished
2022,3,Australian Grand Prix,TSU,AlphaTauri,13,15,False,6.0,+1 Lap
2022,3,Australian Grand Prix,ALB,Williams,20,10,False,-6.0,Finished
2022,3,Australian Grand Prix,LAT,Williams,18,16,False,6.0,+1 Lap
2022,3,Australian Grand Prix,STR,Aston Martin,19,12,False,-7.0,Finished
2022,3,Australian Grand Prix,VET,Aston Martin,17,19,True,7.0,Accident
2022,3,Australian Grand Prix,MSC,Haas F1 Team,15,13,False,-1.0,+1 Lap
2022,3,Australian Grand Prix,MAG,Haas F1 Team,16,14,False,1.0,+1 Lap
2022,4,Emilia Romagna Grand Prix,VER,Red Bull Racing,1,1,False,-1.0,Finished
2022,4,Emilia Romagna Grand Prix,PER,Red Bull Racing,3,2,False,1.0,Finished
2022,4,Emilia Romagna Grand Prix,NOR,McLaren,5,3,False,-15.0,Finished
2022,4,Emilia Romagna Grand Prix,RIC,McLaren,6,18,False,15.0,+1 Lap
2022,4,Emilia Romagna Grand Prix,RUS,Mercedes,11,4,False,-9.0,Finished
2022,4,Emilia Romagna Grand Prix,HAM,Mercedes,14,13,False,9.0,+1 Lap
2022,4,Emilia Romagna Grand Prix,BOT,Alfa Romeo,7,5,False,-10.0,Finished
2022,4,Emilia Romagna Grand Prix,ZHO,Alfa Romeo,0,15,False,10.0,+1 Lap
2022,4,Emilia Romagna Grand Prix,LEC,Ferrari,2,6,False,-14.0,Finished
2022,4,Emilia Romagna Grand Prix,SAI,Ferrari,4,20,True,14.0,Collision
2022,4,Emilia Romagna Grand Prix,TSU,AlphaTauri,12,7,False,-5.0,Finished
2022,4,Emilia Romagna Grand Prix,GAS,AlphaTauri,17,12,False,5.0,+1 Lap
2022,4,Emilia Romagna Grand Prix,VET,Aston Martin,13,8,False,-2.0,Finished
2022,4,Emilia Romagna Grand Prix,STR,Aston Martin,15,10,False,2.0,+1 Lap
2022,4,Emilia Romagna Grand Prix,MAG,Haas F1 Team,8,9,False,-8.0,Finished
2022,4,Emilia Romagna Grand Prix,MSC,Haas F1 Team,10,17,False,8.0,+1 Lap
2022,4,Emilia Romagna Grand Prix,ALB,Williams,18,11,False,-5.0,+1 Lap
2022,4,Emilia Romagna Grand Prix,LAT,Williams,19,16,False,5.0,+1 Lap
2022,4,Emilia Romagna Grand Prix,OCO,Alpine,16,14,False,-5.0,+1 Lap
2022,4,Emilia Romagna Grand Prix,ALO,Alpine,9,19,True,5.0,Collision damage
2022,5,Miami Grand Prix,VER,Red Bull Racing,3,1,False,-3.0,Finished
2022,5,Miami Grand Prix,PER,Red Bull Racing,4,4,False,3.0,Finished
2022,5,Miami Grand Prix,LEC,Ferrari,1,2,False,-1.0,Finished
2022,5,Miami Grand Prix,SAI,Ferrari,2,3,False,1.0,Finished
2022,5,Miami Grand Prix,RUS,Mercedes,12,5,False,-1.0,Finished
2022,5,Miami Grand Prix,HAM,Mercedes,6,6,False,1.0,Finished
2022,5,Miami Grand Prix,BOT,Alfa Romeo,5,7,False,-13.0,Finished
2022,5,Miami Grand Prix,ZHO,Alfa Romeo,17,20,True,13.0,Water leak
2022,5,Miami Grand Prix,OCO,Alpine,20,8,False,-3.0,Finished
2022,5,Miami Grand Prix,ALO,Alpine,11,11,False,3.0,Finished
2022,5,Miami Grand Prix,ALB,Williams,18,9,False,-5.0,Finished
2022,5,Miami Grand Prix,LAT,Williams,19,14,False,5.0,Finished
2022,5,Miami Grand Prix,STR,Aston Martin,0,10,False,-7.0,Finished
2022,5,Miami Grand Prix,VET,Aston Martin,0,17,True,7.0,Collision
2022,5,Miami Grand Prix,TSU,AlphaTauri,9,12,False,-6.0,Finished
2022,5,Miami Grand Prix,GAS,AlphaTauri,7,18,True,6.0,Suspension
2022,5,Miami Grand Prix,RIC,McLaren,14,13,False,-6.0,Finished
2022,5,Miami Grand Prix,NOR,McLaren,8,19,True,6.0,Collision
2022,5,Miami Grand Prix,MSC,Haas F1 Team,15,15,False,-1.0,Finished
2022,5,Miami Grand Prix,MAG,Haas F1 Team,16,16,True,1.0,Front wing
2022,6,Spanish Grand Prix,VER,Red Bull Racing,2,1,False,-1.0,Finished
2022,6,Spanish Grand Prix,PER,Red Bull Racing,5,2,False,1.0,Finished
2022,6,Spanish Grand Prix,RUS,Mercedes,4,3,False,-2.0,Finished
2022,6,Spanish Grand Prix,HAM,Mercedes,6,5,False,2.0,Finished
2022,6,Spanish Grand Prix,SAI,Ferrari,3,4,False,-16.0,Finished
2022,6,Spanish Grand Prix,LEC,Ferrari,1,20,True,16.0,Turbo
2022,6,Spanish Grand Prix,BOT,Alfa Romeo,7,6,False,-13.0,Finished
2022,6,Spanish Grand Prix,ZHO,Alfa Romeo,15,19,True,13.0,Power loss
2022,6,Spanish Grand Prix,OCO,Alpine,12,7,False,-2.0,Finished
2022,6,Spanish Grand Prix,ALO,Alpine,20,9,False,2.0,+1 Lap
2022,6,Spanish Grand Prix,NOR,McLaren,11,8,False,-4.0,Finished
2022,6,Spanish Grand Prix,RIC,McLaren,9,12,False,4.0,+1 Lap
2022,6,Spanish Grand Prix,TSU,AlphaTauri,13,10,False,-3.0,+1 Lap
2022,6,Spanish Grand Prix,GAS,AlphaTauri,14,13,False,3.0,+1 Lap
2022,6,Spanish Grand Prix,VET,Aston Martin,16,11,False,-4.0,+1 Lap
2022,6,Spanish Grand Prix,STR,Aston Martin,17,15,False,4.0,+1 Lap
2022,6,Spanish Grand Prix,MSC,Haas F1 Team,10,14,False,-3.0,+1 Lap
2022,6,Spanish Grand Prix,MAG,Haas F1 Team,8,17,False,3.0,+2 Laps
2022,6,Spanish Grand Prix,LAT,Williams,19,16,False,-2.0,+2 Laps
2022,6,Spanish Grand Prix,ALB,Williams,18,18,False,2.0,+2 Laps
2022,7,Monaco Grand Prix,PER,Red Bull Racing,3,1,False,-2.0,Finished
2022,7,Monaco Grand Prix,VER,Red Bull Racing,4,3,False,2.0,Finished
2022,7,Monaco Grand Prix,SAI,Ferrari,2,2,False,-2.0,Finished
2022,7,Monaco Grand Prix,LEC,Ferrari,1,4,False,2.0,Finished
2022,7,Monaco Grand Prix,RUS,Mercedes,6,5,False,-3.0,Finished
2022,7,Monaco Grand Prix,HAM,Mercedes,8,8,False,3.0,Finished
2022,7,Monaco Grand Prix,NOR,McLaren,5,6,False,-7.0,Finished
2022,7,Monaco Grand Prix,RIC,McLaren,14,13,False,7.0,Finished
2022,7,Monaco Grand Prix,ALO,Alpine,7,7,False,-5.0,Finished
2022,7,Monaco Grand Prix,OCO,Alpine,10,12,False,5.0,Finished
2022,7,Monaco Grand Prix,BOT,Alfa Romeo,12,9,False,-7.0,Finished
2022,7,Monaco Grand Prix,ZHO,Alfa Romeo,20,16,False,7.0,+1 Lap
2022,7,Monaco Grand Prix,VET,Aston Martin,9,10,False,-4.0,Finished
2022,7,Monaco Grand Prix,STR,Aston Martin,18,14,False,4.0,Finished
2022,7,Monaco Grand Prix,GAS,AlphaTauri,17,11,False,-6.0,Finished
2022,7,Monaco Grand Prix,TSU,AlphaTauri,11,17,False,6.0,+1 Lap
2022,7,Monaco Grand Prix,LAT,Williams,19,15,False,-3.0,+1 Lap
2022,7,Monaco Grand Prix,ALB,Williams,16,18,True,3.0,Mechanical
2022,7,Monaco Grand Prix,MSC,Haas F1 Team,15,19,True,-1.0,Accident
2022,7,Monaco Grand Prix,MAG,Haas F1 Team,13,20,True,1.0,Water pressure
2022,8,Azerbaijan Grand Prix,VER,Red Bull Racing,3,1,False,-1.0,Finished
2022,8,Azerbaijan Grand Prix,PER,Red Bull Racing,2,2,False,1.0,Finished
2022,8,Azerbaijan Grand Prix,RUS,Mercedes,5,3,False,-1.0,Finished
2022,8,Azerbaijan Grand Prix,HAM,Mercedes,7,4,False,1.0,Finished
2022,8,Azerbaijan Grand Prix,GAS,AlphaTauri,6,5,False,-8.0,Finished
2022,8,Azerbaijan Grand Prix,TSU,AlphaTauri,8,13,False,8.0,+1 Lap
2022,8,Azerbaijan Grand Prix,VET,Aston Martin,9,6,False,-10.0,Finished
2022,8,Azerbaijan Grand Prix,STR,Aston Martin,19,16,True,10.0,Vibrations
2022,8,Azerbaijan Grand Prix,ALO,Alpine,10,7,False,-3.0,Finished
2022,8,Azerbaijan Grand Prix,OCO,Alpine,13,10,False,3.0,Finished
2022,8,Azerbaijan Grand Prix,RIC,McLaren,12,8,False,-1.0,Finished
2022,8,Azerbaijan Grand Prix,NOR,McLaren,11,9,False,1.0,Finished
2022,8,Azerbaijan Grand Prix,BOT,Alfa Romeo,15,11,False,-7.0,+1 Lap
2022,8,Azerbaijan Grand Prix,ZHO,Alfa Romeo,14,18,True,7.0,Hydraulics
2022,8,Azerbaijan Grand Prix,ALB,Williams,17,12,False,-3.0,+1 Lap
2022,8,Azerbaijan Grand Prix,LAT,Williams,18,15,False,3.0,+1 Lap
2022,8,Azerbaijan Grand Prix,MSC,Haas F1 Team,20,14,False,-3.0,+1 Lap
2022,8,Azerbaijan Grand Prix,MAG,Haas F1 Team,16,17,True,3.0,Power Unit
2022,8,Azerbaijan Grand Prix,LEC,Ferrari,1,19,True,-1.0,Power Unit
2022,8,Azerbaijan Grand Prix,SAI,Ferrari,4,20,True,1.0,Hydraulics
2022,9,Canadian Grand Prix,VER,Red Bull Racing,1,1,False,-19.0,Finished
2022,9,Canadian Grand Prix,PER,Red Bull Racing,13,20,True,19.0,Gearbox
2022,9,Canadian Grand Prix,SAI,Ferrari,3,2,False,-3.0,Finished
2022,9,Canadian Grand Prix,LEC,Ferrari,19,5,False,3.0,Finished
2022,9,Canadian Grand Prix,HAM,Mercedes,4,3,False,-1.0,Finished
2022,9,Canadian Grand Prix,RUS,Mercedes,8,4,False,1.0,Finished
2022,9,Canadian Grand Prix,OCO,Alpine,7,6,False,-3.0,Finished
2022,9,Canadian Grand Prix,ALO,Alpine,2,9,False,3.0,Finished
2022,9,Canadian Grand Prix,BOT,Alfa Romeo,11,7,False,-1.0,Finished
2022,9,Canadian Grand Prix,ZHO,Alfa Romeo,10,8,False,1.0,Finished
2022,9,Canadian Grand Prix,STR,Aston Martin,17,10,False,-2.0,Finished
2022,9,Canadian Grand Prix,VET,Aston Martin,16,12,False,2.0,Finished
2022,9,Canadian Grand Prix,RIC,McLaren,9,11,False,-4.0,Finished
2022,9,Canadian Grand Prix,NOR,McLaren,14,15,False,4.0,Finished
2022,9,Canadian Grand Prix,ALB,Williams,12,13,False,-3.0,Finished
2022,9,Canadian Grand Prix,LAT,Williams,18,16,False,3.0,Finished
2022,9,Canadian Grand Prix,GAS,AlphaTauri,15,14,False,-4.0,Finished
2022,9,Canadian Grand Prix,TSU,AlphaTauri,20,18,True,4.0,Accident
2022,9,Canadian Grand Prix,MAG,Haas F1 Team,5,17,False,-2.0,Finished
2022,9,Canadian Grand Prix,MSC,Haas F1 Team,6,19,True,2.0,Engine
2022,10,British Grand Prix,SAI,Ferrari,1,1,False,-3.0,Finished
2022,10,British Grand Prix,LEC,Ferrari,3,4,False,3.0,Finished
2022,10,British Grand Prix,PER,Red Bull Racing,4,2,False,-5.0,Finished
2022,10,British Grand Prix,VER,Red Bull Racing,2,7,False,5.0,Finished
2022,10,British Grand Prix,HAM,Mercedes,5,3,False,-15.0,Finished
2022,10,British Grand Prix,RUS,Mercedes,8,18,True,15.0,Collision
2022,10,British Grand Prix,ALO,Alpine,7,5,False,-10.0,Finished
2022,10,British Grand Prix,OCO,Alpine,15,15,True,10.0,Fuel pump
2022,10,British Grand Prix,NOR,McLaren,6,6,False,-7.0,Finished
2022,10,British Grand Prix,RIC,McLaren,14,13,False,7.0,Finished
2022,10,British Grand Prix,MSC,Haas F1 Team,19,8,False,-2.0,Finished
2022,10,British Grand Prix,MAG,Haas F1 Team,17,10,False,2.0,Finished
2022,10,British Grand Prix,VET,Aston Martin,18,9,False,-2.0,Finished
2022,10,British Grand Prix,STR,Aston Martin,20,11,False,2.0,Finished
2022,10,British Grand Prix,LAT,Williams,10,12,False,-8.0,Finished
2022,10,British Grand Prix,ALB,Williams,16,20,True,8.0,Collision
2022,10,British Grand Prix,TSU,AlphaTauri,13,14,False,-2.0,Finished
2022,10,British Grand Prix,GAS,AlphaTauri,11,16,True,2.0,Collision damage
2022,10,British Grand Prix,BOT,Alfa Romeo,12,17,True,-2.0,Gearbox
2022,10,British Grand Prix,ZHO,Alfa Romeo,9,19,True,2.0,Collision
2022,11,Austrian Grand Prix,LEC,Ferrari,2,1,False,-17.0,Finished
2022,11,Austrian Grand Prix,SAI,Ferrari,3,18,True,17.0,Power Unit
2022,11,Austrian Grand Prix,VER,Red Bull Racing,1,2,False,-18.0,Finished
2022,11,Austrian Grand Prix,PER,Red Bull Racing,5,20,True,18.0,Collision damage
2022,11,Austrian Grand Prix,HAM,Mercedes,8,3,False,-1.0,Finished
2022,11,Austrian Grand Prix,RUS,Mercedes,4,4,False,1.0,Finished
2022,11,Austrian Grand Prix,OCO,Alpine,6,5,False,-5.0,Finished
2022,11,Austrian Grand Prix,ALO,Alpine,19,10,False,5.0,+1 Lap
2022,11,Austrian Grand Prix,MSC,Haas F1 Team,9,6,False,-2.0,+1 Lap
2022,11,Austrian Grand Prix,MAG,Haas F1 Team,7,8,False,2.0,+1 Lap
2022,11,Austrian Grand Prix,NOR,McLaren,10,7,False,-2.0,+1 Lap
2022,11,Austrian Grand Prix,RIC,McLaren,11,9,False,2.0,+1 Lap
2022,11,Austrian Grand Prix,BOT,Alfa Romeo,0,11,False,-3.0,+1 Lap
2022,11,Austrian Grand Prix,ZHO,Alfa Romeo,13,14,False,3.0,+1 Lap
2022,11,Austrian Grand Prix,ALB,Williams,15,12,False,-7.0,+1 Lap
2022,11,Austrian Grand Prix,LAT,Williams,17,19,True,7.0,Undertray
2022,11,Austrian Grand Prix,STR,Aston Martin,12,13,False,-4.0,+1 Lap
2022,11,Austrian Grand Prix,VET,Aston Martin,18,17,False,4.0,+1 Lap
2022,11,Austrian Grand Prix,GAS,AlphaTauri,14,15,False,-1.0,+1 Lap
2022,11,Austrian Grand Prix,TSU,AlphaTauri,16,16,False,1.0,+1 Lap
2022,12,French Grand Prix,VER,Red Bull Racing,2,1,False,-3.0,Finished
2022,12,French Grand Prix,PER,Red Bull Racing,3,4,False,3.0,Finished
2022,12,French Grand Prix,HAM,Mercedes,4,2,False,-1.0,Finished
2022,12,French Grand Prix,RUS,Mercedes,6,3,False,1.0,Finished
2022,12,French Grand Prix,SAI,Ferrari,19,5,False,-14.0,Finished
2022,12,French Grand Prix,LEC,Ferrari,1,19,True,14.0,Accident
2022,12,French Grand Prix,ALO,Alpine,7,6,False,-2.0,Finished
2022,12,French Grand Prix,OCO,Alpine,10,8,False,2.0,Finished
2022,12,French Grand Prix,NOR,McLaren,5,7,False,-2.0,Finished
2022,12,French Grand Prix,RIC,McLaren,9,9,False,2.0,Finished
2022,12,French Grand Prix,STR,Aston Martin,15,10,False,-1.0,Finished
2022,12,French Grand Prix,VET,Aston Martin,12,11,False,1.0,Finished
2022,12,French Grand Prix,GAS,AlphaTauri,14,12,False,-8.0,Finished
2022,12,French Grand Prix,TSU,AlphaTauri,8,20,True,8.0,Undertray
2022,12,French Grand Prix,ALB,Williams,13,13,False,-4.0,Finished
2022,12,French Grand Prix,LAT,Williams,18,17,True,4.0,Collision damage
2022,12,French Grand Prix,BOT,Alfa Romeo,11,14,False,-2.0,Finished
2022,12,French Grand Prix,ZHO,Alfa Romeo,16,16,True,2.0,+6 Laps
2022,12,French Grand Prix,MSC,Haas F1 Team,17,15,False,-3.0,Finished
2022,12,French Grand Prix,MAG,Haas F1 Team,20,18,True,3.0,Collision damage
2022,13,Hungarian Grand Prix,VER,Red Bull Racing,10,1,False,-4.0,Finished
2022,13,Hungarian Grand Prix,PER,Red Bull Racing,11,5,False,4.0,Finished
2022,13,Hungarian Grand Prix,HAM,Mercedes,7,2,False,-1.0,Finished
2022,13,Hungarian Grand Prix,RUS,Mercedes,1,3,False,1.0,Finished
2022,13,Hungarian Grand Prix,SAI,Ferrari,2,4,False,-2.0,Finished
2022,13,Hungarian Grand Prix,LEC,Ferrari,3,6,False,2.0,Finished
2022,13,Hungarian Grand Prix,NOR,McLaren,4,7,False,-8.0,Finished
2022,13,Hungarian Grand Prix,RIC,McLaren,9,15,False,8.0,+1 Lap
2022,13,Hungarian Grand Prix,ALO,Alpine,6,8,False,-1.0,+1 Lap
2022,13,Hungarian Grand Prix,OCO,Alpine,5,9,False,1.0,+1 Lap
2022,13,Hungarian Grand Prix,VET,Aston Martin,18,10,False,-1.0,+1 Lap
2022,13,Hungarian Grand Prix,STR,Aston Martin,14,11,False,1.0,+1 Lap
2022,13,Hungarian Grand Prix,GAS,AlphaTauri,0,12,False,-7.0,+1 Lap
2022,13,Hungarian Grand Prix,TSU,AlphaTauri,16,19,False,7.0,+2 Laps
2022,13,Hungarian Grand Prix,ZHO,Alfa Romeo,12,13,False,-7.0,+1 Lap
2022,13,Hungarian Grand Prix,BOT,Alfa Romeo,8,20,True,7.0,Power Unit
2022,13,Hungarian Grand Prix,MSC,Haas F1 Team,15,14,False,-2.0,+1 Lap
2022,13,Hungarian Grand Prix,MAG,Haas F1 Team,13,16,False,2.0,+1 Lap
2022,13,Hungarian Grand Prix,ALB,Williams,17,17,False,-1.0,+1 Lap
2022,13,Hungarian Grand Prix,LAT,Williams,19,18,False,1.0,+1 Lap
2022,14,Belgian Grand Prix,VER,Red Bull Racing,14,1,False,-1.0,Finished
2022,14,Belgian Grand Prix,PER,Red Bull Racing,2,2,False,1.0,Finished
2022,14,Belgian Grand Prix,SAI,Ferrari,1,3,False,-3.0,Finished
2022,14,Belgian Grand Prix,LEC,Ferrari,15,6,False,3.0,Finished
2022,14,Belgian Grand Prix,RUS,Mercedes,5,4,False,-16.0,Finished
2022,14,Belgian Grand Prix,HAM,Mercedes,4,20,True,16.0,Collision damage
2022,14,Belgian Grand Prix,ALO,Alpine,3,5,False,-2.0,Finished
2022,14,Belgian Grand Prix,OCO,Alpine,16,7,False,2.0,Finished
2022,14,Belgian Grand Prix,VET,Aston Martin,10,8,False,-3.0,Finished
2022,14,Belgian Grand Prix,STR,Aston Martin,9,11,False,3.0,Finished
2022,14,Belgian Grand Prix,GAS,AlphaTauri,0,9,False,-4.0,Finished
2022,14,Belgian Grand Prix,TSU,AlphaTauri,0,13,False,4.0,Finished
2022,14,Belgian Grand Prix,ALB,Williams,6,10,False,-8.0,Finished
2022,14,Belgian Grand Prix,LAT,Williams,11,18,False,8.0,+1 Lap
2022,14,Belgian Grand Prix,NOR,McLaren,17,12,False,-3.0,Finished
2022,14,Belgian Grand Prix,RIC,McLaren,7,15,False,3.0,Finished
2022,14,Belgian Grand Prix,ZHO,Alfa Romeo,18,14,False,-5.0,Finished
2022,14,Belgian Grand Prix,BOT,Alfa Romeo,13,19,True,5.0,Accident
2022,14,Belgian Grand Prix,MAG,Haas F1 Team,12,16,False,-1.0,+1 Lap
2022,14,Belgian Grand Prix,MSC,Haas F1 Team,19,17,False,1.0,+1 Lap
2022,15,Dutch Grand Prix,VER,Red Bull Racing,1,1,False,-4.0,Finished
2022,15,Dutch Grand Prix,PER,Red Bull Racing,5,5,False,4.0,Finished
2022,15,Dutch Grand Prix,RUS,Mercedes,6,2,False,-2.0,Finished
2022,15,Dutch Grand Prix,HAM,Mercedes,4,4,False,2.0,Finished
2022,15,Dutch Grand Prix,LEC,Ferrari,2,3,False,-5.0,Finished
2022,15,Dutch Grand Prix,SAI,Ferrari,3,8,False,5.0,Finished
2022,15,Dutch Grand Prix,ALO,Alpine,13,6,False,-3.0,Finished
2022,15,Dutch Grand Prix,OCO,Alpine,12,9,False,3.0,Finished
2022,15,Dutch Grand Prix,NOR,McLaren,7,7,False,-10.0,Finished
2022,15,Dutch Grand Prix,RIC,McLaren,17,17,False,10.0,Finished
2022,15,Dutch Grand Prix,STR,Aston Martin,10,10,False,-4.0,Finished
2022,15,Dutch Grand Prix,VET,Aston Martin,19,14,False,4.0,Finished
2022,15,Dutch Grand Prix,GAS,AlphaTauri,11,11,False,-9.0,Finished
2022,15,Dutch Grand Prix,TSU,AlphaTauri,9,20,True,9.0,Differential
2022,15,Dutch Grand Prix,ALB,Williams,15,12,False,-6.0,Finished
2022,15,Dutch Grand Prix,LAT,Williams,20,18,False,6.0,+1 Lap
2022,15,Dutch Grand Prix,MSC,Haas F1 Team,8,13,False,-2.0,Finished
2022,15,Dutch Grand Prix,MAG,Haas F1 Team,18,15,False,2.0,Finished
2022,15,Dutch Grand Prix,ZHO,Alfa Romeo,14,16,False,-3.0,Finished
2022,15,Dutch Grand Prix,BOT,Alfa Romeo,16,19,True,3.0,Engine
2022,16,Italian Grand Prix,VER,Red Bull Racing,7,1,False,-5.0,Finished
2022,16,Italian Grand Prix,PER,Red Bull Racing,13,6,False,5.0,Finished
2022,16,Italian Grand Prix,LEC,Ferrari,1,2,False,-2.0,Finished
2022,16,Italian Grand Prix,SAI,Ferrari,18,4,False,2.0,Finished
2022,16,Italian Grand Prix,RUS,Mercedes,2,3,False,-2.0,Finished
2022,16,Italian Grand Prix,HAM,Mercedes,19,5,False,2.0,Finished
2022,16,Italian Grand Prix,NOR,McLaren,3,7,False,-10.0,Finished
2022,16,Italian Grand Prix,RIC,McLaren,4,17,True,10.0,Oil leak
2022,16,Italian Grand Prix,GAS,AlphaTauri,5,8,False,-6.0,Finished
2022,16,Italian Grand Prix,TSU,AlphaTauri,20,14,False,6.0,+1 Lap
2022,16,Italian Grand Prix,DEV,Williams,8,9,False,-6.0,Finished
2022,16,Italian Grand Prix,LAT,Williams,10,15,False,6.0,+1 Lap
2022,16,Italian Grand Prix,ZHO,Alfa Romeo,9,10,False,-3.0,Finished
2022,16,Italian Grand Prix,BOT,Alfa Romeo,15,13,False,3.0,+1 Lap
2022,16,Italian Grand Prix,OCO,Alpine,14,11,False,-8.0,Finished
2022,16,Italian Grand Prix,ALO,Alpine,6,19,True,8.0,Water pressure
2022,16,Italian Grand Prix,MSC,Haas F1 Team,17,12,False,-4.0,Finished
2022,16,Italian Grand Prix,MAG,Haas F1 Team,16,16,False,4.0,+1 Lap
2022,16,Italian Grand Prix,STR,Aston Martin,12,18,True,-2.0,Engine
2022,16,Italian Grand Prix,VET,Aston Martin,11,20,True,2.0,Engine
2022,17,Singapore Grand Prix,PER,Red Bull Racing,2,1,False,-6.0,Finished
2022,17,Singapore Grand Prix,VER,Red Bull Racing,8,7,False,6.0,Finished
2022,17,Singapore Grand Prix,LEC,Ferrari,1,2,False,-1.0,Finished
2022,17,Singapore Grand Prix,SAI,Ferrari,4,3,False,1.0,Finished
2022,17,Singapore Grand Prix,NOR,McLaren,6,4,False,-1.0,Finished
2022,17,Singapore Grand Prix,RIC,McLaren,16,5,False,1.0,Finished
2022,17,Singapore Grand Prix,STR,Aston Martin,11,6,False,-2.0,Finished
2022,17,Singapore Grand Prix,VET,Aston Martin,13,8,False,2.0,Finished
2022,17,Singapore Grand Prix,HAM,Mercedes,3,9,False,-5.0,Finished
2022,17,Singapore Grand Prix,RUS,Mercedes,0,14,False,5.0,+2 Laps
