year,round,event,driver,team,grid_position,finish_position,is_dnf,teammate_race_gap,status
2025,11,Austrian Grand Prix,ALB,Williams,12,17,True,-3.0,Retired
2025,11,Austrian Grand Prix,SAI,Williams,19,20,True,3.0,Did not start
2025,12,British Grand Prix,NOR,McLaren,3,1,False,-1.0,Finished
2025,12,British Grand Prix,PIA,McLaren,2,2,False,1.0,Finished
2025,12,British Grand Prix,HUL,Kick Sauber,19,3,False,-15.0,Finished
2025,12,British Grand Prix,BOR,Kick Sauber,16,18,True,15.0,Retired
2025,12,British Grand Prix,HAM,Ferrari,5,4,False,-10.0,Finished
2025,12,British Grand Prix,LEC,Ferrari,6,14,False,10.0,Finished
2025,12,British Grand Prix,VER,Red Bull Racing,1,5,False,-10.0,Finished
2025,12,British Grand Prix,TSU,Red Bull Racing,11,15,True,10.0,Lapped
2025,12,British Grand Prix,GAS,Alpine,8,6,False,-14.0,Finished
2025,12,British Grand Prix,COL,Alpine,20,20,True,14.0,Did not start
2025,12,British Grand Prix,STR,Aston Martin,17,7,False,-2.0,Finished
2025,12,British Grand Prix,ALO,Aston Martin,7,9,False,2.0,Finished
2025,12,British Grand Prix,ALB,Williams,13,8,False,-4.0,Finished
2025,12,British Grand Prix,SAI,Williams,9,12,False,4.0,Finished
2025,12,British Grand Prix,RUS,Mercedes,4,10,False,-6.0,Finished
2025,12,British Grand Prix,ANT,Mercedes,10,16,True,6.0,Retired
2025,12,British Grand Prix,BEA,Haas F1 Team,18,11,False,-2.0,Finished
2025,12,British Grand Prix,OCO,Haas F1 Team,14,13,False,2.0,Finished
2025,12,British Grand Prix,HAD,Racing Bulls,12,17,True,-2.0,Retired
2025,12,British Grand Prix,LAW,Racing Bulls,15,19,True,2.0,Retired
2025,13,Belgian Grand Prix,PIA,McLaren,2,1,False,-1.0,Finished
2025,13,Belgian Grand Prix,NOR,McLaren,1,2,False,1.0,Finished
2025,13,Belgian Grand Prix,LEC,Ferrari,3,3,False,-4.0,Finished
2025,13,Belgian Grand Prix,HAM,Ferrari,18,7,False,4.0,Finished
2025,13,Belgian Grand Prix,VER,Red Bull Racing,4,4,False,-9.0,Finished
2025,13,Belgian Grand Prix,TSU,Red Bull Racing,7,13,False,9.0,Finished
2025,13,Belgian Grand Prix,RUS,Mercedes,6,5,False,-11.0,Finished
2025,13,Belgian Grand Prix,ANT,Mercedes,19,16,False,11.0,Finished
2025,13,Belgian Grand Prix,ALB,Williams,5,6,False,-12.0,Finished
2025,13,Belgian Grand Prix,SAI,Williams,17,18,False,12.0,Finished
2025,13,Belgian Grand Prix,LAW,Racing Bulls,9,8,False,-12.0,Finished
2025,13,Belgian Grand Prix,HAD,Racing Bulls,8,20,True,12.0,Lapped
2025,13,Belgian Grand Prix,BOR,Kick Sauber,10,9,False,-3.0,Finished
2025,13,Belgian Grand Prix,HUL,Kick Sauber,14,12,False,3.0,Finished
2025,13,Belgian Grand Prix,GAS,Alpine,13,10,False,-9.0,Finished
2025,13,Belgian Grand Prix,COL,Alpine,15,19,False,9.0,Finished
2025,13,Belgian Grand Prix,BEA,Haas F1 Team,12,11,False,-4.0,Finished
2025,13,Belgian Grand Prix,OCO,Haas F1 Team,11,15,False,4.0,Finished
2025,13,Belgian Grand Prix,STR,Aston Martin,16,14,False,-3.0,Finished
2025,13,Belgian Grand Prix,ALO,Aston Martin,20,17,False,3.0,Finished
2025,14,Hungarian Grand Prix,NOR,McLaren,3,1,False,-1.0,Finished
2025,14,Hungarian Grand Prix,PIA,McLaren,2,2,False,1.0,Finished
2025,14,Hungarian Grand Prix,RUS,Mercedes,4,3,False,-7.0,Finished
2025,14,Hungarian Grand Prix,ANT,Mercedes,15,10,True,7.0,Lapped
2025,14,Hungarian Grand Prix,LEC,Ferrari,1,4,False,-8.0,Finished
2025,14,Hungarian Grand Prix,HAM,Ferrari,12,12,True,8.0,Lapped
2025,14,Hungarian Grand Prix,ALO,Aston Martin,5,5,False,-2.0,Finished
2025,14,Hungarian Grand Prix,STR,Aston Martin,6,7,False,2.0,Finished
2025,14,Hungarian Grand Prix,BOR,Kick Sauber,7,6,False,-7.0,Finished
2025,14,Hungarian Grand Prix,HUL,Kick Sauber,18,13,True,7.0,Lapped
2025,14,Hungarian Grand Prix,LAW,Racing Bulls,9,8,False,-3.0,Finished
2025,14,Hungarian Grand Prix,HAD,Racing Bulls,10,11,True,3.0,Lapped
2025,14,Hungarian Grand Prix,VER,Red Bull Racing,8,9,False,-8.0,Finished
2025,14,Hungarian Grand Prix,TSU,Red Bull Racing,20,17,True,8.0,Lapped
2025,14,Hungarian Grand Prix,SAI,Williams,13,14,True,-1.0,Lapped
2025,14,Hungarian Grand Prix,ALB,Williams,19,15,True,1.0,Lapped
2025,14,Hungarian Grand Prix,OCO,Haas F1 Team,17,16,True,-4.0,Lapped
2025,14,Hungarian Grand Prix,BEA,Haas F1 Team,11,20,True,4.0,Retired
2025,14,Hungarian Grand Prix,COL,Alpine,14,18,True,-1.0,Lapped
2025,14,Hungarian Grand Prix,GAS,Alpine,16,19,True,1.0,Lapped
2025,15,Dutch Grand Prix,PIA,McLaren,1,1,False,-17.0,Finished
2025,15,Dutch Grand Prix,NOR,McLaren,2,18,True,17.0,Retired
2025,15,Dutch Grand Prix,VER,Red Bull Racing,3,2,False,-7.0,Finished
2025,15,Dutch Grand Prix,TSU,Red Bull Racing,12,9,False,7.0,Finished
2025,15,Dutch Grand Prix,HAD,Racing Bulls,4,3,False,-9.0,Finished
2025,15,Dutch Grand Prix,LAW,Racing Bulls,8,12,False,9.0,Finished
2025,15,Dutch Grand Prix,RUS,Mercedes,5,4,False,-12.0,Finished
2025,15,Dutch Grand Prix,ANT,Mercedes,11,16,False,12.0,Finished
2025,15,Dutch Grand Prix,ALB,Williams,15,5,False,-8.0,Finished
2025,15,Dutch Grand Prix,SAI,Williams,9,13,False,8.0,Finished
2025,15,Dutch Grand Prix,BEA,Haas F1 Team,20,6,False,-4.0,Finished
2025,15,Dutch Grand Prix,OCO,Haas F1 Team,18,10,False,4.0,Finished
2025,15,Dutch Grand Prix,STR,Aston Martin,19,7,False,-1.0,Finished
2025,15,Dutch Grand Prix,ALO,Aston Martin,10,8,False,1.0,Finished
2025,15,Dutch Grand Prix,COL,Alpine,16,11,False,-6.0,Finished
2025,15,Dutch Grand Prix,GAS,Alpine,14,17,False,6.0,Finished
2025,15,Dutch Grand Prix,HUL,Kick Sauber,17,14,False,-1.0,Finished
2025,15,Dutch Grand Prix,BOR,Kick Sauber,13,15,False,1.0,Finished
2025,15,Dutch Grand Prix,LEC,Ferrari,6,19,True,-1.0,Retired
2025,15,Dutch Grand Prix,HAM,Ferrari,7,20,True,1.0,Retired
2025,16,Italian Grand Prix,VER,Red Bull Racing,1,1,False,-12.0,Finished
2025,16,Italian Grand Prix,TSU,Red Bull Racing,9,13,False,12.0,Finished
2025,16,Italian Grand Prix,NOR,McLaren,2,2,False,-1.0,Finished
2025,16,Italian Grand Prix,PIA,McLaren,3,3,False,1.0,Finished
2025,16,Italian Grand Prix,LEC,Ferrari,4,4,False,-2.0,Finished
2025,16,Italian Grand Prix,HAM,Ferrari,10,6,False,2.0,Finished
2025,16,Italian Grand Prix,RUS,Mercedes,5,5,False,-4.0,Finished
2025,16,Italian Grand Prix,ANT,Mercedes,6,9,False,4.0,Finished
2025,16,Italian Grand Prix,ALB,Williams,14,7,False,-4.0,Finished
2025,16,Italian Grand Prix,SAI,Williams,13,11,False,4.0,Finished
2025,16,Italian Grand Prix,BOR,Kick Sauber,7,8,False,-12.0,Finished
2025,16,Italian Grand Prix,HUL,Kick Sauber,12,20,True,12.0,Did not start
2025,16,Italian Grand Prix,HAD,Racing Bulls,19,10,False,-4.0,Finished
2025,16,Italian Grand Prix,LAW,Racing Bulls,18,14,False,4.0,Finished
2025,16,Italian Grand Prix,BEA,Haas F1 Team,11,12,False,-3.0,Finished
2025,16,Italian Grand Prix,OCO,Haas F1 Team,15,15,True,3.0,Lapped
2025,16,Italian Grand Prix,GAS,Alpine,20,16,True,-1.0,Lapped
2025,16,Italian Grand Prix,COL,Alpine,17,17,True,1.0,Lapped
2025,16,Italian Grand Prix,STR,Aston Martin,16,18,True,-1.0,Lapped
2025,16,Italian Grand Prix,ALO,Aston Martin,8,19,True,1.0,Retired
2025,17,Azerbaijan Grand Prix,VER,Red Bull Racing,1,1,False,-5.0,Finished
2025,17,Azerbaijan Grand Prix,TSU,Red Bull Racing,6,6,False,5.0,Finished
2025,17,Azerbaijan Grand Prix,RUS,Mercedes,5,2,False,-2.0,Finished
2025,17,Azerbaijan Grand Prix,ANT,Mercedes,4,4,False,2.0,Finished
2025,17,Azerbaijan Grand Prix,SAI,Williams,2,3,False,-10.0,Finished
2025,17,Azerbaijan Grand Prix,ALB,Williams,19,13,False,10.0,Finished
2025,17,Azerbaijan Grand Prix,LAW,Racing Bulls,3,5,False,-5.0,Finished
2025,17,Azerbaijan Grand Prix,HAD,Racing Bulls,8,10,False,5.0,Finished
2025,17,Azerbaijan Grand Prix,NOR,McLaren,7,7,False,-13.0,Finished
2025,17,Azerbaijan Grand Prix,PIA,McLaren,9,20,True,13.0,Retired
2025,17,Azerbaijan Grand Prix,HAM,Ferrari,12,8,False,-1.0,Finished
2025,17,Azerbaijan Grand Prix,LEC,Ferrari,10,9,False,1.0,Finished
2025,17,Azerbaijan Grand Prix,BOR,Kick Sauber,13,11,False,-5.0,Finished
2025,17,Azerbaijan Grand Prix,HUL,Kick Sauber,17,16,False,5.0,Finished
2025,17,Azerbaijan Grand Prix,BEA,Haas F1 Team,15,12,False,-2.0,Finished
2025,17,Azerbaijan Grand Prix,OCO,Haas F1 Team,20,14,False,2.0,Finished
2025,17,Azerbaijan Grand Prix,ALO,Aston Martin,11,15,False,-2.0,Finished
2025,17,Azerbaijan Grand Prix,STR,Aston Martin,14,17,False,2.0,Finished
2025,17,Azerbaijan Grand Prix,GAS,Alpine,18,18,True,-1.0,Lapped
2025,17,Azerbaijan Grand Prix,COL,Alpine,16,19,True,1.0,Lapped
2025,18,Singapore Grand Prix,RUS,Mercedes,1,1,False,-4.0,Finished
2025,18,Singapore Grand Prix,ANT,Mercedes,4,5,False,4.0,Finished
2025,18,Singapore Grand Prix,VER,Red Bull Racing,2,2,False,-10.0,Finished
2025,18,Singapore Grand Prix,TSU,Red Bull Racing,13,12,True,10.0,Lapped
2025,18,Singapore Grand Prix,NOR,McLaren,5,3,False,-1.0,Finished
2025,18,Singapore Grand Prix,PIA,McLaren,3,4,False,1.0,Finished
2025,18,Singapore Grand Prix,LEC,Ferrari,7,6,False,-2.0,Finished
2025,18,Singapore Grand Prix,HAM,Ferrari,6,8,False,2.0,Finished
2025,18,Singapore Grand Prix,ALO,Aston Martin,10,7,False,-6.0,Finished
2025,18,Singapore Grand Prix,STR,Aston Martin,15,13,True,6.0,Lapped
2025,18,Singapore Grand Prix,BEA,Haas F1 Team,9,9,False,-9.0,Finished
2025,18,Singapore Grand Prix,OCO,Haas F1 Team,17,18,True,9.0,Lapped
2025,18,Singapore Grand Prix,SAI,Williams,18,10,True,-4.0,Lapped
2025,18,Singapore Grand Prix,ALB,Williams,20,14,True,4.0,Lapped
2025,18,Singapore Grand Prix,HAD,Racing Bulls,8,11,True,-4.0,Lapped
2025,18,Singapore Grand Prix,LAW,Racing Bulls,12,15,True,4.0,Lapped
2025,18,Singapore Grand Prix,COL,Alpine,16,16,True,-3.0,Lapped
2025,18,Singapore Grand Prix,GAS,Alpine,19,19,True,3.0,Lapped
2025,18,Singapore Grand Prix,BOR,Kick Sauber,14,17,True,-3.0,Lapped
2025,18,Singapore Grand Prix,HUL,Kick Sauber,11,20,True,3.0,Lapped
2025,19,United States Grand Prix,VER,Red Bull Racing,1,1,False,-6.0,Finished
2025,19,United States Grand Prix,TSU,Red Bull Racing,13,7,False,6.0,Finished
2025,19,United States Grand Prix,NOR,McLaren,2,2,False,-3.0,Finished
2025,19,United States Grand Prix,PIA,McLaren,6,5,False,3.0,Finished
2025,19,United States Grand Prix,LEC,Ferrari,3,3,False,-1.0,Finished
2025,19,United States Grand Prix,HAM,Ferrari,5,4,False,1.0,Finished
2025,19,United States Grand Prix,RUS,Mercedes,4,6,False,-7.0,Finished
2025,19,United States Grand Prix,ANT,Mercedes,7,13,False,7.0,Finished
2025,19,United States Grand Prix,HUL,Kick Sauber,11,8,False,-10.0,Finished
2025,19,United States Grand Prix,BOR,Kick Sauber,16,18,True,10.0,Lapped
2025,19,United States Grand Prix,BEA,Haas F1 Team,8,9,False,-6.0,Finished
2025,19,United States Grand Prix,OCO,Haas F1 Team,17,15,False,6.0,Finished
2025,19,United States Grand Prix,ALO,Aston Martin,10,10,False,-2.0,Finished
2025,19,United States Grand Prix,STR,Aston Martin,19,12,False,2.0,Finished
2025,19,United States Grand Prix,LAW,Racing Bulls,12,11,False,-5.0,Finished
2025,19,United States Grand Prix,HAD,Racing Bulls,20,16,False,5.0,Finished
2025,19,United States Grand Prix,ALB,Williams,18,14,False,-6.0,Finished
2025,19,United States Grand Prix,SAI,Williams,9,20,True,6.0,Retired
2025,19,United States Grand Prix,COL,Alpine,15,17,True,-2.0,Lapped
2025,19,United States Grand Prix,GAS,Alpine,14,19,True,2.0,Lapped
2025,20,Mexico City Grand Prix,NOR,McLaren,1,1,False,-4.0,Finished
2025,20,Mexico City Grand Prix,PIA,McLaren,7,5,False,4.0,Finished
2025,20,Mexico City Grand Prix,LEC,Ferrari,2,2,False,-6.0,Finished
2025,20,Mexico City Grand Prix,HAM,Ferrari,3,8,False,6.0,Finished
2025,20,Mexico City Grand Prix,VER,Red Bull Racing,5,3,False,-8.0,Finished
2025,20,Mexico City Grand Prix,TSU,Red Bull Racing,10,11,False,8.0,Finished
2025,20,Mexico City Grand Prix,BEA,Haas F1 Team,9,4,False,-5.0,Finished
2025,20,Mexico City Grand Prix,OCO,Haas F1 Team,11,9,False,5.0,Finished
2025,20,Mexico City Grand Prix,ANT,Mercedes,6,6,False,-1.0,Finished
2025,20,Mexico City Grand Prix,RUS,Mercedes,4,7,False,1.0,Finished
2025,20,Mexico City Grand Prix,BOR,Kick Sauber,16,10,False,-9.0,Finished
2025,20,Mexico City Grand Prix,HUL,Kick Sauber,13,19,True,9.0,Retired
2025,20,Mexico City Grand Prix,ALB,Williams,17,12,True,-5.0,Lapped
2025,20,Mexico City Grand Prix,SAI,Williams,12,17,True,5.0,Retired
2025,20,Mexico City Grand Prix,HAD,Racing Bulls,8,13,True,-7.0,Lapped
2025,20,Mexico City Grand Prix,LAW,Racing Bulls,15,20,True,7.0,Retired
2025,20,Mexico City Grand Prix,STR,Aston Martin,19,14,True,-4.0,Lapped
2025,20,Mexico City Grand Prix,ALO,Aston Martin,14,18,True,4.0,Retired
2025,20,Mexico City Grand Prix,GAS,Alpine,18,15,True,-1.0,Lapped
2025,20,Mexico City Grand Prix,COL,Alpine,20,16,True,1.0,Lapped
2025,21,São Paulo Grand Prix,NOR,McLaren,1,1,False,-4.0,Finished
2025,21,São Paulo Grand Prix,PIA,McLaren,4,5,False,4.0,Finished
2025,21,São Paulo Grand Prix,ANT,Mercedes,2,2,False,-2.0,Finished
2025,21,São Paulo Grand Prix,RUS,Mercedes,6,4,False,2.0,Finished
2025,21,São Paulo Grand Prix,VER,Red Bull Racing,19,3,False,-14.0,Finished
2025,21,São Paulo Grand Prix,TSU,Red Bull Racing,17,17,False,14.0,Finished
2025,21,São Paulo Grand Prix,BEA,Haas F1 Team,8,6,False,-6.0,Finished
2025,21,São Paulo Grand Prix,OCO,Haas F1 Team,20,12,False,6.0,Finished
2025,21,São Paulo Grand Prix,LAW,Racing Bulls,7,7,False,-1.0,Finished
2025,21,São Paulo Grand Prix,HAD,Racing Bulls,5,8,False,1.0,Finished
2025,21,São Paulo Grand Prix,HUL,Kick Sauber,10,9,False,-11.0,Finished
2025,21,São Paulo Grand Prix,BOR,Kick Sauber,18,20,True,11.0,Retired
2025,21,São Paulo Grand Prix,GAS,Alpine,9,10,False,-5.0,Finished
2025,21,São Paulo Grand Prix,COL,Alpine,16,15,False,5.0,Finished
2025,21,São Paulo Grand Prix,ALB,Williams,12,11,False,-2.0,Finished
2025,21,São Paulo Grand Prix,SAI,Williams,15,13,False,2.0,Finished
2025,21,São Paulo Grand Prix,ALO,Aston Martin,11,14,False,-2.0,Finished
2025,21,São Paulo Grand Prix,STR,Aston Martin,14,16,False,2.0,Finished
2025,21,São Paulo Grand Prix,HAM,Ferrari,13,18,True,-1.0,Retired
2025,21,São Paulo Grand Prix,LEC,Ferrari,3,19,True,1.0,Retired
2025,22,Las Vegas Grand Prix,VER,Red Bull Racing,2,1,False,-11.0,Finished
2025,22,Las Vegas Grand Prix,TSU,Red Bull Racing,20,12,False,11.0,Finished
2025,22,Las Vegas Grand Prix,RUS,Mercedes,4,2,False,-1.0,Finished
2025,22,Las Vegas Grand Prix,ANT,Mercedes,17,3,False,1.0,Finished
2025,22,Las Vegas Grand Prix,LEC,Ferrari,9,4,False,-4.0,Finished
2025,22,Las Vegas Grand Prix,HAM,Ferrari,19,8,False,4.0,Finished
2025,22,Las Vegas Grand Prix,SAI,Williams,3,5,False,-11.0,Finished
2025,22,Las Vegas Grand Prix,ALB,Williams,16,16,True,11.0,Retired
2025,22,Las Vegas Grand Prix,HAD,Racing Bulls,8,6,False,-8.0,Finished
2025,22,Las Vegas Grand Prix,LAW,Racing Bulls,6,14,True,8.0,Lapped
2025,22,Las Vegas Grand Prix,HUL,Kick Sauber,11,7,False,-10.0,Finished
2025,22,Las Vegas Grand Prix,BOR,Kick Sauber,18,17,True,10.0,Retired
2025,22,Las Vegas Grand Prix,OCO,Haas F1 Team,13,9,False,-1.0,Finished
2025,22,Las Vegas Grand Prix,BEA,Haas F1 Team,14,10,False,1.0,Finished
2025,22,Las Vegas Grand Prix,ALO,Aston Martin,7,11,False,-7.0,Finished
2025,22,Las Vegas Grand Prix,STR,Aston Martin,12,18,True,7.0,Retired
2025,22,Las Vegas Grand Prix,GAS,Alpine,10,13,False,-2.0,Finished
2025,22,Las Vegas Grand Prix,COL,Alpine,15,15,True,2.0,Lapped
2025,22,Las Vegas Grand Prix,NOR,McLaren,1,19,True,-1.0,Disqualified
2025,22,Las Vegas Grand Prix,PIA,McLaren,5,20,True,1.0,Disqualified
2025,23,Qatar Grand Prix,VER,Red Bull Racing,3,1,False,-9.0,Finished
2025,23,Qatar Grand Prix,TSU,Red Bull Racing,15,10,False,9.0,Finished
2025,23,Qatar Grand Prix,PIA,McLaren,1,2,False,-2.0,Finished
2025,23,Qatar Grand Prix,NOR,McLaren,2,4,False,2.0,Finished
2025,23,Qatar Grand Prix,SAI,Williams,7,3,False,-8.0,Finished
2025,23,Qatar Grand Prix,ALB,Williams,14,11,False,8.0,Finished
2025,23,Qatar Grand Prix,ANT,Mercedes,5,5,False,-1.0,Finished
2025,23,Qatar Grand Prix,RUS,Mercedes,4,6,False,1.0,Finished
2025,23,Qatar Grand Prix,ALO,Aston Martin,8,7,False,-10.0,Finished
2025,23,Qatar Grand Prix,STR,Aston Martin,18,17,True,10.0,Retired
2025,23,Qatar Grand Prix,LEC,Ferrari,10,8,False,-4.0,Finished
2025,23,Qatar Grand Prix,HAM,Ferrari,17,12,False,4.0,Finished
2025,23,Qatar Grand Prix,LAW,Racing Bulls,12,9,False,-9.0,Finished
2025,23,Qatar Grand Prix,HAD,Racing Bulls,6,18,True,9.0,Retired
2025,23,Qatar Grand Prix,BOR,Kick Sauber,19,13,False,-7.0,Finished
2025,23,Qatar Grand Prix,HUL,Kick Sauber,11,20,True,7.0,Retired
2025,23,Qatar Grand Prix,COL,Alpine,20,14,True,-2.0,Lapped
2025,23,Qatar Grand Prix,GAS,Alpine,9,16,True,2.0,Lapped
2025,23,Qatar Grand Prix,OCO,Haas F1 Team,16,15,True,-4.0,Lapped
2025,23,Qatar Grand Prix,BEA,Haas F1 Team,13,19,True,4.0,Retired
2025,24,Abu Dhabi Grand Prix,VER,Red Bull Racing,1,1,False,-13.0,Finished
2025,24,Abu Dhabi Grand Prix,TSU,Red Bull Racing,10,14,False,13.0,Finished
2025,24,Abu Dhabi Grand Prix,PIA,McLaren,3,2,False,-1.0,Finished
2025,24,Abu Dhabi Grand Prix,NOR,McLaren,2,3,False,1.0,Finished
2025,24,Abu Dhabi Grand Prix,LEC,Ferrari,5,4,False,-4.0,Finished
2025,24,Abu Dhabi Grand Prix,HAM,Ferrari,16,8,False,4.0,Finished
2025,24,Abu Dhabi Grand Prix,RUS,Mercedes,4,5,False,-10.0,Finished
2025,24,Abu Dhabi Grand Prix,ANT,Mercedes,14,15,False,10.0,Finished
2025,24,Abu Dhabi Grand Prix,ALO,Aston Martin,6,6,False,-4.0,Finished
2025,24,Abu Dhabi Grand Prix,STR,Aston Martin,15,10,False,4.0,Finished
2025,24,Abu Dhabi Grand Prix,OCO,Haas F1 Team,8,7,False,-5.0,Finished
2025,24,Abu Dhabi Grand Prix,BEA,Haas F1 Team,11,12,False,5.0,Finished
2025,24,Abu Dhabi Grand Prix,HUL,Kick Sauber,18,9,False,-2.0,Finished
2025,24,Abu Dhabi Grand Prix,BOR,Kick Sauber,7,11,False,2.0,Finished
2025,24,Abu Dhabi Grand Prix,SAI,Williams,12,13,False,-3.0,Finished
2025,24,Abu Dhabi Grand Prix,ALB,Williams,17,16,False,3.0,Finished
2025,24,Abu Dhabi Grand Prix,HAD,Racing Bulls,9,17,True,-1.0,Lapped
2025,24,Abu Dhabi Grand Prix,LAW,Racing Bulls,13,18,True,1.0,Lapped
2025,24,Abu Dhabi Grand Prix,GAS,Alpine,19,19,True,-1.0,Lapped
2025,24,Abu Dhabi Grand Prix,COL,Alpine,20,20,True,1.0,Lapped
