year,round,event,driver,team,quali_position,best_quali_time,gap_to_pole,teammate_quali_gap
2022,14,Belgian Grand Prix,MAG,Haas F1 Team,18,106.557,2.891999999999996,-1.1610000000000014
2022,15,Dutch Grand Prix,VER,Red Bull Racing,1,70.342,0.0,-0.7349999999999994
2022,15,Dutch Grand Prix,PER,Red Bull Racing,5,71.077,0.7349999999999994,0.7349999999999994
2022,15,Dutch Grand Prix,LEC,Ferrari,2,70.363,0.021000000000000796,-0.07099999999999795
2022,15,Dutch Grand Prix,SAI,Ferrari,3,70.434,0.09199999999999875,0.07099999999999795
2022,15,Dutch Grand Prix,HAM,Mercedes,4,70.648,0.3059999999999974,-0.49900000000000944
2022,15,Dutch Grand Prix,RUS,Mercedes,6,71.147,0.8050000000000068,0.49900000000000944
2022,15,Dutch Grand Prix,NOR,McLaren,7,71.174,0.8320000000000078,-0.9069999999999965
2022,15,Dutch Grand Prix,RIC,McLaren,17,72.081,1.7390000000000043,0.9069999999999965
2022,15,Dutch Grand Prix,MSC,Haas F1 Team,8,71.442,1.0999999999999943,-0.8770000000000095
2022,15,Dutch Grand Prix,MAG,Haas F1 Team,18,72.319,1.9770000000000039,0.8770000000000095
2022,15,Dutch Grand Prix,TSU,AlphaTauri,9,72.556,2.2139999999999986,1.043999999999997
2022,15,Dutch Grand Prix,GAS,AlphaTauri,11,71.512,1.1700000000000017,-1.043999999999997
2022,15,Dutch Grand Prix,STR,Aston Martin,10,71.416,1.073999999999998,-0.9750000000000085
2022,15,Dutch Grand Prix,VET,Aston Martin,19,72.391,2.0490000000000066,0.9750000000000085
2022,15,Dutch Grand Prix,OCO,Alpine,12,71.605,1.2630000000000052,-0.007999999999995566
2022,15,Dutch Grand Prix,ALO,Alpine,13,71.613,1.2710000000000008,0.007999999999995566
2022,15,Dutch Grand Prix,ZHO,Alfa Romeo,14,71.704,1.3619999999999948,-0.257000000000005
2022,15,Dutch Grand Prix,BOT,Alfa Romeo,16,71.961,1.6189999999999998,0.257000000000005
2022,15,Dutch Grand Prix,ALB,Williams,15,71.802,1.460000000000008,-1.5509999999999877
2022,15,Dutch Grand Prix,LAT,Williams,20,73.353,3.0109999999999957,1.5509999999999877
2022,16,Italian Grand Prix,LEC,Ferrari,1,80.161,0.0,-0.2680000000000007
2022,16,Italian Grand Prix,SAI,Ferrari,3,80.429,0.2680000000000007,0.2680000000000007
2022,16,Italian Grand Prix,VER,Red Bull Racing,2,80.306,0.14499999999999602,-0.9000000000000057
2022,16,Italian Grand Prix,PER,Red Bull Racing,4,81.206,1.0450000000000017,0.9000000000000057
2022,16,Italian Grand Prix,HAM,Mercedes,5,81.524,1.3629999999999995,-0.018000000000000682
2022,16,Italian Grand Prix,RUS,Mercedes,6,81.542,1.3810000000000002,0.018000000000000682
2022,16,Italian Grand Prix,NOR,McLaren,7,81.584,1.4230000000000018,-0.340999999999994
2022,16,Italian Grand Prix,RIC,McLaren,8,81.925,1.7639999999999958,0.340999999999994
2022,16,Italian Grand Prix,GAS,AlphaTauri,9,82.648,2.4869999999999948,0.6280000000000001
2022,16,Italian Grand Prix,TSU,AlphaTauri,15,82.02,1.8589999999999947,-0.6280000000000001
2022,16,Italian Grand Prix,ALO,Alpine,10,81.861,1.7000000000000028,-0.26899999999999125
2022,16,Italian Grand Prix,OCO,Alpine,11,82.13,1.968999999999994,0.26899999999999125
2022,16,Italian Grand Prix,BOT,Alfa Romeo,12,82.235,2.073999999999998,-0.34199999999999875
2022,16,Italian Grand Prix,ZHO,Alfa Romeo,14,82.577,2.415999999999997,0.34199999999999875
2022,16,Italian Grand Prix,DEV,Williams,13,82.471,2.3100000000000023,-0.11599999999999966
2022,16,Italian Grand Prix,LAT,Williams,16,82.587,2.426000000000002,0.11599999999999966
2022,16,Italian Grand Prix,VET,Aston Martin,17,82.636,2.4749999999999943,-0.11200000000000898
2022,16,Italian Grand Prix,STR,Aston Martin,18,82.748,2.5870000000000033,0.11200000000000898
2022,16,Italian Grand Prix,MAG,Haas F1 Team,19,82.908,2.747,-0.0969999999999942
2022,16,Italian Grand Prix,MSC,Haas F1 Team,20,83.005,2.843999999999994,0.0969999999999942
2022,17,Singapore Grand Prix,LEC,Ferrari,1,109.412,0.0,-0.17099999999999227
2022,17,Singapore Grand Prix,SAI,Ferrari,4,109.583,0.17099999999999227,0.17099999999999227
2022,17,Singapore Grand Prix,PER,Red Bull Racing,2,109.434,0.02199999999999136,-1.9609999999999985
2022,17,Singapore Grand Prix,VER,Red Bull Racing,8,111.395,1.9829999999999899,1.9609999999999985
2022,17,Singapore Grand Prix,HAM,Mercedes,3,109.466,0.053999999999987836,-4.5460000000000065
2022,17,Singapore Grand Prix,RUS,Mercedes,11,114.012,4.599999999999994,4.5460000000000065
2022,17,Singapore Grand Prix,ALO,Alpine,5,109.966,0.5539999999999878,-6.371000000000009
2022,17,Singapore Grand Prix,OCO,Alpine,18,116.337,6.924999999999997,6.371000000000009
2022,17,Singapore Grand Prix,NOR,McLaren,6,110.584,1.171999999999997,-5.641999999999996
2022,17,Singapore Grand Prix,RIC,McLaren,17,116.226,6.813999999999993,5.641999999999996
2022,17,Singapore Grand Prix,GAS,AlphaTauri,7,111.211,1.7989999999999924,-0.7720000000000056
2022,17,Singapore Grand Prix,TSU,AlphaTauri,10,111.983,2.570999999999998,0.7720000000000056
2022,17,Singapore Grand Prix,MAG,Haas F1 Team,9,111.573,2.160999999999987,-2.7970000000000113
2022,17,Singapore Grand Prix,MSC,Haas F1 Team,13,114.37,4.957999999999998,2.7970000000000113
2022,17,Singapore Grand Prix,STR,Aston Martin,12,114.211,4.798999999999992,-0.16899999999999693
2022,17,Singapore Grand Prix,VET,Aston Martin,14,114.38,4.967999999999989,0.16899999999999693
2022,17,Singapore Grand Prix,ZHO,Alfa Romeo,15,115.518,6.1059999999999945,-0.5649999999999977
2022,17,Singapore Grand Prix,BOT,Alfa Romeo,16,116.083,6.670999999999992,0.5649999999999977
2022,17,Singapore Grand Prix,ALB,Williams,19,116.985,7.572999999999993,-0.546999999999997
2022,17,Singapore Grand Prix,LAT,Williams,20,117.532,8.11999999999999,0.546999999999997
2022,18,Japanese Grand Prix,VER,Red Bull Racing,1,89.304,0.0,-0.40500000000000114
2022,18,Japanese Grand Prix,PER,Red Bull Racing,4,89.709,0.40500000000000114,0.40500000000000114
2022,18,Japanese Grand Prix,LEC,Ferrari,2,89.314,0.009999999999990905,-0.047000000000011255
2022,18,Japanese Grand Prix,SAI,Ferrari,3,89.361,0.05700000000000216,0.047000000000011255
2022,18,Japanese Grand Prix,OCO,Alpine,5,90.165,0.8610000000000042,-0.15699999999999648
2022,18,Japanese Grand Prix,ALO,Alpine,7,90.322,1.0180000000000007,0.15699999999999648
2022,18,Japanese Grand Prix,HAM,Mercedes,6,90.261,0.9569999999999936,-0.1280000000000001
2022,18,Japanese Grand Prix,RUS,Mercedes,8,90.389,1.0849999999999937,0.1280000000000001
2022,18,Japanese Grand Prix,VET,Aston Martin,9,90.554,1.25,-0.8649999999999949
2022,18,Japanese Grand Prix,STR,Aston Martin,19,91.419,2.114999999999995,0.8649999999999949
2022,18,Japanese Grand Prix,NOR,McLaren,10,91.003,1.698999999999998,0.3439999999999941
2022,18,Japanese Grand Prix,RIC,McLaren,11,90.659,1.355000000000004,-0.3439999999999941
2022,18,Japanese Grand Prix,BOT,Alfa Romeo,12,90.709,1.4050000000000011,-0.24399999999999977
2022,18,Japanese Grand Prix,ZHO,Alfa Romeo,14,90.953,1.649000000000001,0.24399999999999977
2022,18,Japanese Grand Prix,TSU,AlphaTauri,13,90.808,1.5040000000000049,-0.5139999999999958
2022,18,Japanese Grand Prix,GAS,AlphaTauri,17,91.322,2.0180000000000007,0.5139999999999958
2022,18,Japanese Grand Prix,MSC,Haas F1 Team,15,91.439,2.134999999999991,0.08699999999998909
2022,18,Japanese Grand Prix,MAG,Haas F1 Team,18,91.352,2.048000000000002,-0.08699999999998909
2022,18,Japanese Grand Prix,ALB,Williams,16,91.311,2.007000000000005,-0.19999999999998863
2022,18,Japanese Grand Prix,LAT,Williams,20,91.511,2.2069999999999936,0.19999999999998863
2022,19,United States Grand Prix,SAI,Ferrari,1,94.356,0.0,-0.06500000000001194
2022,19,United States Grand Prix,LEC,Ferrari,2,94.421,0.06500000000001194,0.06500000000001194
2022,19,United States Grand Prix,VER,Red Bull Racing,3,94.448,0.09199999999999875,-0.19700000000000273
2022,19,United States Grand Prix,PER,Red Bull Racing,4,94.645,0.2890000000000015,0.19700000000000273
2022,19,United States Grand Prix,HAM,Mercedes,5,94.947,0.5910000000000082,-0.04099999999999682
2022,19,United States Grand Prix,RUS,Mercedes,6,94.988,0.632000000000005,0.04099999999999682
2022,19,United States Grand Prix,STR,Aston Martin,7,95.598,1.2420000000000044,-0.7999999999999972
2022,19,United States Grand Prix,VET,Aston Martin,12,96.398,2.0420000000000016,0.7999999999999972
2022,19,United States Grand Prix,NOR,McLaren,8,95.69,1.3340000000000032,-1.3560000000000088
2022,19,United States Grand Prix,RIC,McLaren,17,97.046,2.690000000000012,1.3560000000000088
2022,19,United States Grand Prix,ALO,Alpine,9,95.876,1.5200000000000102,-1.191999999999993
2022,19,United States Grand Prix,OCO,Alpine,18,97.068,2.7120000000000033,1.191999999999993
2022,19,United States Grand Prix,BOT,Alfa Romeo,10,96.319,1.963000000000008,-0.6509999999999962
2022,19,United States Grand Prix,ZHO,Alfa Romeo,14,96.97,2.6140000000000043,0.6509999999999962
2022,19,United States Grand Prix,ALB,Williams,11,96.368,2.0120000000000005,-0.8760000000000048
2022,19,United States Grand Prix,LAT,Williams,20,97.244,2.8880000000000052,0.8760000000000048
2022,19,United States Grand Prix,GAS,AlphaTauri,13,96.74,2.3840000000000003,-0.4070000000000107
2022,19,United States Grand Prix,TSU,AlphaTauri,15,97.147,2.791000000000011,0.4070000000000107
2022,19,United States Grand Prix,MAG,Haas F1 Team,16,96.949,2.5930000000000035,-0.16200000000000614
2022,19,United States Grand Prix,MSC,Haas F1 Team,19,97.111,2.7550000000000097,0.16200000000000614
2022,20,Mexico City Grand Prix,VER,Red Bull Racing,1,77.775,0.0,-0.35299999999999443
2022,20,Mexico City Grand Prix,PER,Red Bull Racing,4,78.128,0.35299999999999443,0.35299999999999443
2022,20,Mexico City Grand Prix,RUS,Mercedes,2,78.079,0.30399999999998784,-0.005000000000009663
2022,20,Mexico City Grand Prix,HAM,Mercedes,3,78.084,0.3089999999999975,0.005000000000009663
2022,20,Mexico City Grand Prix,SAI,Ferrari,5,78.351,0.5759999999999934,-0.20400000000000773
2022,20,Mexico City Grand Prix,LEC,Ferrari,7,78.555,0.7800000000000011,0.20400000000000773
2022,20,Mexico City Grand Prix,BOT,Alfa Romeo,6,78.401,0.6259999999999906,-1.0750000000000028
2022,20,Mexico City Grand Prix,ZHO,Alfa Romeo,12,79.476,1.7009999999999934,1.0750000000000028
2022,20,Mexico City Grand Prix,NOR,McLaren,8,78.721,0.945999999999998,-0.6039999999999992
2022,20,Mexico City Grand Prix,RIC,McLaren,11,79.325,1.5499999999999972,0.6039999999999992
2022,20,Mexico City Grand Prix,ALO,Alpine,9,78.939,1.1639999999999873,-0.07100000000001216
2022,20,Mexico City Grand Prix,OCO,Alpine,10,79.01,1.2349999999999994,0.07100000000001216
2022,20,Mexico City Grand Prix,TSU,AlphaTauri,13,79.589,1.813999999999993,-0.08299999999999841
2022,20,Mexico City Grand Prix,GAS,AlphaTauri,14,79.672,1.8969999999999914,0.08299999999999841
2022,20,Mexico City Grand Prix,MAG,Haas F1 Team,15,79.833,2.0579999999999927,-0.5859999999999985
2022,20,Mexico City Grand Prix,MSC,Haas F1 Team,16,80.419,2.6439999999999912,0.5859999999999985
2022,20,Mexico City Grand Prix,VET,Aston Martin,17,80.419,2.6439999999999912,-0.10099999999999909
2022,20,Mexico City Grand Prix,STR,Aston Martin,18,80.52,2.7449999999999903,0.10099999999999909
2022,20,Mexico City Grand Prix,ALB,Williams,19,80.859,3.083999999999989,-0.30800000000000693
2022,20,Mexico City Grand Prix,LAT,Williams,20,81.167,3.391999999999996,0.30800000000000693
2022,21,São Paulo Grand Prix,MAG,Haas F1 Team,1,71.674,0.0,-4.686999999999998
2022,21,São Paulo Grand Prix,MSC,Haas F1 Team,20,76.361,4.686999999999998,4.686999999999998
2022,21,São Paulo Grand Prix,VER,Red Bull Racing,2,71.877,0.20299999999998875,-3.7240000000000038
2022,21,São Paulo Grand Prix,PER,Red Bull Racing,9,75.601,3.9269999999999925,3.7240000000000038
2022,21,São Paulo Grand Prix,RUS,Mercedes,3,72.059,0.3849999999999909,-0.5520000000000067
2022,21,São Paulo Grand Prix,HAM,Mercedes,8,72.611,0.9369999999999976,0.5520000000000067
2022,21,São Paulo Grand Prix,NOR,McLaren,4,72.263,0.5889999999999986,0.12300000000000466
2022,21,São Paulo Grand Prix,RIC,McLaren,14,72.14,0.465999999999994,-0.12300000000000466
2022,21,São Paulo Grand Prix,SAI,Ferrari,5,72.357,0.6829999999999927,1.4069999999999965
2022,21,São Paulo Grand Prix,LEC,Ferrari,10,70.95,-0.7240000000000038,-1.4069999999999965
2022,21,São Paulo Grand Prix,OCO,Alpine,6,72.425,0.7509999999999906,-0.07900000000000773
2022,21,São Paulo Grand Prix,ALO,Alpine,7,72.504,0.8299999999999983,0.07900000000000773
2022,21,São Paulo Grand Prix,ALB,Williams,11,71.631,-0.043000000000006366,-3.4639999999999986
2022,21,São Paulo Grand Prix,LAT,Williams,16,75.095,3.4209999999999923,3.4639999999999986
2022,21,São Paulo Grand Prix,GAS,AlphaTauri,12,71.675,0.000999999999990564,-4.588999999999999
2022,21,São Paulo Grand Prix,TSU,AlphaTauri,19,76.264,4.589999999999989,4.588999999999999
2022,21,São Paulo Grand Prix,VET,Aston Martin,13,71.678,0.003999999999990678,-0.5319999999999965
2022,21,São Paulo Grand Prix,STR,Aston Martin,15,72.21,0.5359999999999872,0.5319999999999965
2022,21,São Paulo Grand Prix,ZHO,Alfa Romeo,17,75.197,3.522999999999996,-0.2890000000000015
2022,21,São Paulo Grand Prix,BOT,Alfa Romeo,18,75.486,3.8119999999999976,0.2890000000000015
2022,22,Abu Dhabi Grand Prix,VER,Red Bull Racing,1,83.824,0.0,-0.22800000000000864
2022,22,Abu Dhabi Grand Prix,PER,Red Bull Racing,2,84.052,0.22800000000000864,0.22800000000000864
2022,22,Abu Dhabi Grand Prix,LEC,Ferrari,3,84.092,0.2680000000000007,-0.15000000000000568
2022,22,Abu Dhabi Grand Prix,SAI,Ferrari,4,84.242,0.41800000000000637,0.15000000000000568
2022,22,Abu Dhabi Grand Prix,HAM,Mercedes,5,84.508,0.6839999999999975,-0.0030000000000001137
2022,22,Abu Dhabi Grand Prix,RUS,Mercedes,6,84.511,0.6869999999999976,0.0030000000000001137
2022,22,Abu Dhabi Grand Prix,NOR,McLaren,7,84.769,0.9450000000000074,-0.27599999999999625
2022,22,Abu Dhabi Grand Prix,RIC,McLaren,10,85.045,1.2210000000000036,0.27599999999999625
2022,22,Abu Dhabi Grand Prix,OCO,Alpine,8,84.83,1.0060000000000002,-0.26600000000000534
2022,22,Abu Dhabi Grand Prix,ALO,Alpine,11,85.096,1.2720000000000056,0.26600000000000534
2022,22,Abu Dhabi Grand Prix,VET,Aston Martin,9,84.961,1.1370000000000005,-0.39799999999999613
2022,22,Abu Dhabi Grand Prix,STR,Aston Martin,14,85.359,1.5349999999999966,0.39799999999999613
2022,22,Abu Dhabi Grand Prix,TSU,AlphaTauri,12,85.219,1.394999999999996,-0.6400000000000006
2022,22,Abu Dhabi Grand Prix,GAS,AlphaTauri,17,85.859,2.0349999999999966,0.6400000000000006
2022,22,Abu Dhabi Grand Prix,MSC,Haas F1 Team,13,85.225,1.4009999999999962,-0.6090000000000089
2022,22,Abu Dhabi Grand Prix,MAG,Haas F1 Team,16,85.834,2.010000000000005,0.6090000000000089
2022,22,Abu Dhabi Grand Prix,ZHO,Alfa Romeo,15,85.408,1.5840000000000032,-0.48399999999999466
2022,22,Abu Dhabi Grand Prix,BOT,Alfa Romeo,18,85.892,2.067999999999998,0.48399999999999466
2022,22,Abu Dhabi Grand Prix,ALB,Williams,19,86.028,2.2040000000000077,-0.02599999999999625
2022,22,Abu Dhabi Grand Prix,LAT,Williams,20,86.054,2.230000000000004,0.02599999999999625
2023,1,Bahrain Grand Prix,VER,Red Bull Racing,1,89.708,0.0,-0.13800000000000523
2023,1,Bahrain Grand Prix,PER,Red Bull Racing,2,89.846,0.13800000000000523,0.13800000000000523
2023,1,Bahrain Grand Prix,LEC,Ferrari,3,90.0,0.2920000000000016,-0.15399999999999636
2023,1,Bahrain Grand Prix,SAI,Ferrari,4,90.154,0.44599999999999795,0.15399999999999636
2023,1,Bahrain Grand Prix,ALO,Aston Martin,5,90.336,0.6280000000000001,-0.5
2023,1,Bahrain Grand Prix,STR,Aston Martin,8,90.836,1.1280000000000001,0.5
2023,1,Bahrain Grand Prix,RUS,Mercedes,6,90.34,0.632000000000005,-0.04399999999999693
2023,1,Bahrain Grand Prix,HAM,Mercedes,7,90.384,0.6760000000000019,0.04399999999999693
2023,1,Bahrain Grand Prix,OCO,Alpine,9,90.984,1.2759999999999962,-1.1970000000000027
2023,1,Bahrain Grand Prix,GAS,Alpine,20,92.181,2.472999999999999,1.1970000000000027
2023,1,Bahrain Grand Prix,HUL,Haas F1 Team,10,90.809,1.100999999999999,-1.0829999999999984
2023,1,Bahrain Grand Prix,MAG,Haas F1 Team,17,91.892,2.1839999999999975,1.0829999999999984
2023,1,Bahrain Grand Prix,NOR,McLaren,11,91.381,1.6730000000000018,-0.7199999999999989
2023,1,Bahrain Grand Prix,PIA,McLaren,18,92.101,2.3930000000000007,0.7199999999999989
2023,1,Bahrain Grand Prix,BOT,Alfa Romeo,12,91.443,1.7349999999999994,-0.030000000000001137
2023,1,Bahrain Grand Prix,ZHO,Alfa Romeo,13,91.473,1.7650000000000006,0.030000000000001137
2023,1,Bahrain Grand Prix,TSU,AlphaTauri,14,92.51,2.8020000000000067,0.38900000000001
2023,1,Bahrain Grand Prix,DEV,AlphaTauri,19,92.121,2.4129999999999967,-0.38900000000001
2023,1,Bahrain Grand Prix,ALB,Williams,15,91.461,1.7530000000000001,-0.1910000000000025
2023,1,Bahrain Grand Prix,SAR,Williams,16,91.652,1.9440000000000026,0.1910000000000025
2023,2,Saudi Arabian Grand Prix,PER,Red Bull Racing,1,88.265,0.0,-21.688000000000002
2023,2,Saudi Arabian Grand Prix,VER,Red Bull Racing,15,109.953,21.688000000000002,21.688000000000002
2023,2,Saudi Arabian Grand Prix,LEC,Ferrari,2,88.42,0.15500000000000114,-0.5109999999999957
2023,2,Saudi Arabian Grand Prix,SAI,Ferrari,5,88.931,0.6659999999999968,0.5109999999999957
2023,2,Saudi Arabian Grand Prix,ALO,Aston Martin,3,88.73,0.4650000000000034,-0.2149999999999892
2023,2,Saudi Arabian Grand Prix,STR,Aston Martin,6,88.945,0.6799999999999926,0.2149999999999892
2023,2,Saudi Arabian Grand Prix,RUS,Mercedes,4,88.857,0.5919999999999987,-0.36599999999999966
2023,2,Saudi Arabian Grand Prix,HAM,Mercedes,8,89.223,0.9579999999999984,0.36599999999999966
2023,2,Saudi Arabian Grand Prix,OCO,Alpine,7,89.078,0.8130000000000024,-0.27899999999999636
2023,2,Saudi Arabian Grand Prix,GAS,Alpine,10,89.357,1.0919999999999987,0.27899999999999636
2023,2,Saudi Arabian Grand Prix,PIA,McLaren,9,89.243,0.9779999999999944,-1.2040000000000077
2023,2,Saudi Arabian Grand Prix,NOR,McLaren,19,90.447,2.182000000000002,1.2040000000000077
2023,2,Saudi Arabian Grand Prix,HUL,Haas F1 Team,11,89.451,1.1859999999999928,-0.18300000000000693
2023,2,Saudi Arabian Grand Prix,MAG,Haas F1 Team,13,89.634,1.3689999999999998,0.18300000000000693
2023,2,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,12,89.461,1.195999999999998,-0.20700000000000784
2023,2,Saudi Arabian Grand Prix,BOT,Alfa Romeo,14,89.668,1.4030000000000058,0.20700000000000784
2023,2,Saudi Arabian Grand Prix,TSU,AlphaTauri,16,89.939,1.6739999999999924,-0.3050000000000068
2023,2,Saudi Arabian Grand Prix,DEV,AlphaTauri,18,90.244,1.9789999999999992,0.3050000000000068
2023,2,Saudi Arabian Grand Prix,ALB,Williams,17,89.994,1.7289999999999992,-38.51599999999999
2023,2,Saudi Arabian Grand Prix,SAR,Williams,20,128.51,40.24499999999999,38.51599999999999
2023,3,Australian Grand Prix,VER,Red Bull Racing,1,76.732,0.0,0.0
2023,3,Australian Grand Prix,RUS,Mercedes,2,76.968,0.2360000000000042,-0.13599999999999568
2023,3,Australian Grand Prix,HAM,Mercedes,3,77.104,0.3719999999999999,0.13599999999999568
2023,3,Australian Grand Prix,ALO,Aston Martin,4,77.139,0.4069999999999965,-0.16900000000001114
2023,3,Australian Grand Prix,STR,Aston Martin,6,77.308,0.5760000000000076,0.16900000000001114
2023,3,Australian Grand Prix,SAI,Ferrari,5,77.27,0.5379999999999967,-0.09900000000000375
2023,3,Australian Grand Prix,LEC,Ferrari,7,77.369,0.6370000000000005,0.09900000000000375
2023,3,Australian Grand Prix,ALB,Williams,8,77.609,0.8769999999999953,-0.9480000000000075
2023,3,Australian Grand Prix,SAR,Williams,18,78.557,1.8250000000000028,0.9480000000000075
2023,3,Australian Grand Prix,GAS,Alpine,9,77.675,0.9429999999999978,-0.09300000000000352
2023,3,Australian Grand Prix,OCO,Alpine,11,77.768,1.0360000000000014,0.09300000000000352
2023,3,Australian Grand Prix,HUL,Haas F1 Team,10,77.735,1.0030000000000001,-0.39400000000000546
2023,3,Australian Grand Prix,MAG,Haas F1 Team,14,78.129,1.3970000000000056,0.39400000000000546
2023,3,Australian Grand Prix,TSU,AlphaTauri,12,78.099,1.3670000000000044,-0.23599999999999
2023,3,Australian Grand Prix,DEV,AlphaTauri,15,78.335,1.6029999999999944,0.23599999999999
2023,3,Australian Grand Prix,NOR,McLaren,13,78.119,1.3870000000000005,-0.39799999999999613
2023,3,Australian Grand Prix,PIA,McLaren,16,78.517,1.7849999999999966,0.39799999999999613
2023,3,Australian Grand Prix,ZHO,Alfa Romeo,17,78.54,1.808000000000007,-0.17399999999999238
2023,3,Australian Grand Prix,BOT,Alfa Romeo,19,78.714,1.9819999999999993,0.17399999999999238
2023,4,Azerbaijan Grand Prix,LEC,Ferrari,1,100.203,0.0,-0.8130000000000024
2023,4,Azerbaijan Grand Prix,SAI,Ferrari,4,101.016,0.8130000000000024,0.8130000000000024
2023,4,Azerbaijan Grand Prix,VER,Red Bull Racing,2,100.391,0.1880000000000024,-0.1039999999999992
2023,4,Azerbaijan Grand Prix,PER,Red Bull Racing,3,100.495,0.2920000000000016,0.1039999999999992
2023,4,Azerbaijan Grand Prix,HAM,Mercedes,5,101.177,0.9740000000000038,-0.47699999999998965
2023,4,Azerbaijan Grand Prix,RUS,Mercedes,11,101.654,1.4509999999999934,0.47699999999998965
2023,4,Azerbaijan Grand Prix,ALO,Aston Martin,6,101.253,1.0499999999999972,-0.3580000000000041
2023,4,Azerbaijan Grand Prix,STR,Aston Martin,9,101.611,1.4080000000000013,0.3580000000000041
2023,4,Azerbaijan Grand Prix,NOR,McLaren,7,101.281,1.078000000000003,-0.3299999999999983
2023,4,Azerbaijan Grand Prix,PIA,McLaren,10,101.611,1.4080000000000013,0.3299999999999983
2023,4,Azerbaijan Grand Prix,TSU,AlphaTauri,8,101.581,1.3780000000000001,-13.700999999999993
2023,4,Azerbaijan Grand Prix,DEV,AlphaTauri,20,115.282,15.078999999999994,13.700999999999993
2023,4,Azerbaijan Grand Prix,OCO,Alpine,12,101.798,1.5949999999999989,-3.0549999999999926
2023,4,Azerbaijan Grand Prix,GAS,Alpine,19,104.853,4.6499999999999915,3.0549999999999926
2023,4,Azerbaijan Grand Prix,ALB,Williams,13,101.818,1.6149999999999949,-0.5769999999999982
2023,4,Azerbaijan Grand Prix,SAR,Williams,15,102.395,2.191999999999993,0.5769999999999982
2023,4,Azerbaijan Grand Prix,BOT,Alfa Romeo,14,102.259,2.0559999999999974,-0.38299999999999557
2023,4,Azerbaijan Grand Prix,ZHO,Alfa Romeo,16,102.642,2.438999999999993,0.38299999999999557
2023,4,Azerbaijan Grand Prix,HUL,Haas F1 Team,17,102.755,2.5519999999999925,-0.6620000000000061
2023,4,Azerbaijan Grand Prix,MAG,Haas F1 Team,18,103.417,3.2139999999999986,0.6620000000000061
2023,5,Miami Grand Prix,PER,Red Bull Racing,1,86.841,0.0,0.027000000000001023
2023,5,Miami Grand Prix,VER,Red Bull Racing,9,86.814,-0.027000000000001023,-0.027000000000001023
2023,5,Miami Grand Prix,ALO,Aston Martin,2,87.202,0.3610000000000042,-1.274000000000001
2023,5,Miami Grand Prix,STR,Aston Martin,18,88.476,1.6350000000000051,1.274000000000001
2023,5,Miami Grand Prix,SAI,Ferrari,3,87.349,0.5080000000000098,-0.5120000000000005
2023,5,Miami Grand Prix,LEC,Ferrari,7,87.861,1.0200000000000102,0.5120000000000005
2023,5,Miami Grand Prix,MAG,Haas F1 Team,4,87.767,0.9260000000000019,-0.1360000000000099
2023,5,Miami Grand Prix,HUL,Haas F1 Team,12,87.903,1.0620000000000118,0.1360000000000099
2023,5,Miami Grand Prix,GAS,Alpine,5,87.786,0.9450000000000074,-0.1490000000000009
2023,5,Miami Grand Prix,OCO,Alpine,8,87.935,1.0940000000000083,0.1490000000000009
2023,5,Miami Grand Prix,RUS,Mercedes,6,87.804,0.9630000000000081,-0.17099999999999227
2023,5,Miami Grand Prix,HAM,Mercedes,13,87.975,1.1340000000000003,0.17099999999999227
2023,5,Miami Grand Prix,BOT,Alfa Romeo,10,87.564,0.722999999999999,-0.527000000000001
2023,5,Miami Grand Prix,ZHO,Alfa Romeo,14,88.091,1.25,0.527000000000001
2023,5,Miami Grand Prix,ALB,Williams,11,87.795,0.9540000000000077,-0.7819999999999965
2023,5,Miami Grand Prix,SAR,Williams,20,88.577,1.7360000000000042,0.7819999999999965
2023,5,Miami Grand Prix,DEV,AlphaTauri,15,88.395,1.554000000000002,-0.034000000000006025
2023,5,Miami Grand Prix,TSU,AlphaTauri,17,88.429,1.588000000000008,0.034000000000006025
2023,5,Miami Grand Prix,NOR,McLaren,16,88.394,1.5530000000000115,-0.0899999999999892
2023,5,Miami Grand Prix,PIA,McLaren,19,88.484,1.6430000000000007,0.0899999999999892
2023,6,Monaco Grand Prix,VER,Red Bull Racing,1,71.365,0.0,-2.4849999999999994
2023,6,Monaco Grand Prix,PER,Red Bull Racing,20,73.85,2.4849999999999994,2.4849999999999994
2023,6,Monaco Grand Prix,ALO,Aston Martin,2,71.449,0.08400000000000318,-1.1740000000000066
2023,6,Monaco Grand Prix,STR,Aston Martin,14,72.623,1.2580000000000098,1.1740000000000066
2023,6,Monaco Grand Prix,LEC,Ferrari,3,71.471,0.10600000000000875,-0.15899999999999181
2023,6,Monaco Grand Prix,SAI,Ferrari,5,71.63,0.26500000000000057,0.15899999999999181
2023,6,Monaco Grand Prix,OCO,Alpine,4,71.553,0.1880000000000024,-0.38000000000000966
2023,6,Monaco Grand Prix,GAS,Alpine,7,71.933,0.568000000000012,0.38000000000000966
2023,6,Monaco Grand Prix,HAM,Mercedes,6,71.725,0.35999999999999943,-0.23900000000000432
2023,6,Monaco Grand Prix,RUS,Mercedes,8,71.964,0.5990000000000038,0.23900000000000432
2023,6,Monaco Grand Prix,TSU,AlphaTauri,9,72.082,0.7169999999999987,-0.34600000000000364
2023,6,Monaco Grand Prix,DEV,AlphaTauri,12,72.428,1.0630000000000024,0.34600000000000364
