year,round,event,driver,team,quali_position,best_quali_time,gap_to_pole,teammate_quali_gap
2022,1,Bahrain Grand Prix,LEC,Ferrari,1,90.558,0.0,-0.12899999999999068
2022,1,Bahrain Grand Prix,SAI,Ferrari,3,90.687,0.12899999999999068,0.12899999999999068
2022,1,Bahrain Grand Prix,VER,Red Bull Racing,2,90.681,0.12299999999999045,-0.2400000000000091
2022,1,Bahrain Grand Prix,PER,Red Bull Racing,4,90.921,0.36299999999999955,0.2400000000000091
2022,1,Bahrain Grand Prix,HAM,Mercedes,5,91.238,0.6799999999999926,-0.9779999999999944
2022,1,Bahrain Grand Prix,RUS,Mercedes,9,92.216,1.657999999999987,0.9779999999999944
2022,1,Bahrain Grand Prix,BOT,Alfa Romeo,6,91.56,1.0019999999999953,-1.983000000000004
2022,1,Bahrain Grand Prix,ZHO,Alfa Romeo,15,93.543,2.9849999999999994,1.983000000000004
2022,1,Bahrain Grand Prix,MAG,Haas F1 Team,7,91.808,1.25,-0.18999999999999773
2022,1,Bahrain Grand Prix,MSC,Haas F1 Team,12,91.998,1.4399999999999977,0.18999999999999773
2022,1,Bahrain Grand Prix,ALO,Alpine,8,92.195,1.6369999999999862,0.4129999999999967
2022,1,Bahrain Grand Prix,OCO,Alpine,11,91.782,1.2239999999999895,-0.4129999999999967
2022,1,Bahrain Grand Prix,GAS,AlphaTauri,10,92.338,1.779999999999987,-0.41200000000000614
2022,1,Bahrain Grand Prix,TSU,AlphaTauri,16,92.75,2.191999999999993,0.41200000000000614
2022,1,Bahrain Grand Prix,NOR,McLaren,13,92.008,1.4499999999999886,-0.9369999999999976
2022,1,Bahrain Grand Prix,RIC,McLaren,18,92.945,2.3869999999999862,0.9369999999999976
2022,1,Bahrain Grand Prix,ALB,Williams,14,92.664,2.1059999999999945,-0.9699999999999989
2022,1,Bahrain Grand Prix,LAT,Williams,20,93.634,3.0759999999999934,0.9699999999999989
2022,1,Bahrain Grand Prix,HUL,Aston Martin,17,92.777,2.218999999999994,-0.25499999999999545
2022,1,Bahrain Grand Prix,STR,Aston Martin,19,93.032,2.4739999999999895,0.25499999999999545
2022,2,Saudi Arabian Grand Prix,PER,Red Bull Racing,1,88.2,0.0,-0.2609999999999957
2022,2,Saudi Arabian Grand Prix,VER,Red Bull Racing,4,88.461,0.2609999999999957,0.2609999999999957
2022,2,Saudi Arabian Grand Prix,LEC,Ferrari,2,88.225,0.024999999999991473,-0.1770000000000067
2022,2,Saudi Arabian Grand Prix,SAI,Ferrari,3,88.402,0.20199999999999818,0.1770000000000067
2022,2,Saudi Arabian Grand Prix,OCO,Alpine,5,89.068,0.867999999999995,-0.07900000000000773
2022,2,Saudi Arabian Grand Prix,ALO,Alpine,7,89.147,0.9470000000000027,0.07900000000000773
2022,2,Saudi Arabian Grand Prix,RUS,Mercedes,6,89.104,0.9039999999999964,-1.2390000000000043
2022,2,Saudi Arabian Grand Prix,HAM,Mercedes,16,90.343,2.1430000000000007,1.2390000000000043
2022,2,Saudi Arabian Grand Prix,BOT,Alfa Romeo,8,89.183,0.9830000000000041,-0.6359999999999957
2022,2,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,13,89.819,1.6189999999999998,0.6359999999999957
2022,2,Saudi Arabian Grand Prix,GAS,AlphaTauri,9,89.254,1.054000000000002,0.0
2022,2,Saudi Arabian Grand Prix,MAG,Haas F1 Team,10,89.588,1.387999999999991,-0.33200000000000784
2022,2,Saudi Arabian Grand Prix,MSC,Haas F1 Team,14,89.92,1.7199999999999989,0.33200000000000784
2022,2,Saudi Arabian Grand Prix,NOR,McLaren,11,89.651,1.4509999999999934,-0.12199999999999989
2022,2,Saudi Arabian Grand Prix,RIC,McLaren,12,89.773,1.5729999999999933,0.12199999999999989
2022,2,Saudi Arabian Grand Prix,STR,Aston Martin,15,91.009,2.8089999999999975,0.465999999999994
2022,2,Saudi Arabian Grand Prix,HUL,Aston Martin,18,90.543,2.3430000000000035,-0.465999999999994
2022,2,Saudi Arabian Grand Prix,ALB,Williams,17,90.492,2.2920000000000016,-1.3249999999999886
2022,2,Saudi Arabian Grand Prix,LAT,Williams,19,91.817,3.6169999999999902,1.3249999999999886
2022,3,Australian Grand Prix,LEC,Ferrari,1,77.868,0.0,-1.5400000000000063
2022,3,Australian Grand Prix,SAI,Ferrari,9,79.408,1.5400000000000063,1.5400000000000063
2022,3,Australian Grand Prix,VER,Red Bull Racing,2,78.154,0.28600000000000136,-0.08599999999999852
2022,3,Australian Grand Prix,PER,Red Bull Racing,3,78.24,0.3719999999999999,0.08599999999999852
2022,3,Australian Grand Prix,NOR,McLaren,4,78.703,0.835000000000008,-0.3289999999999935
2022,3,Australian Grand Prix,RIC,McLaren,7,79.032,1.1640000000000015,0.3289999999999935
2022,3,Australian Grand Prix,HAM,Mercedes,5,78.825,0.9570000000000078,-0.10800000000000409
2022,3,Australian Grand Prix,RUS,Mercedes,6,78.933,1.065000000000012,0.10800000000000409
2022,3,Australian Grand Prix,OCO,Alpine,8,79.061,1.193000000000012,0.24600000000000932
2022,3,Australian Grand Prix,ALO,Alpine,10,78.815,0.9470000000000027,-0.24600000000000932
2022,3,Australian Grand Prix,GAS,AlphaTauri,11,79.226,1.358000000000004,-0.1980000000000075
2022,3,Australian Grand Prix,TSU,AlphaTauri,13,79.424,1.5560000000000116,0.1980000000000075
2022,3,Australian Grand Prix,BOT,Alfa Romeo,12,79.41,1.5420000000000016,-0.7450000000000045
2022,3,Australian Grand Prix,ZHO,Alfa Romeo,14,80.155,2.287000000000006,0.7450000000000045
2022,3,Australian Grand Prix,MSC,Haas F1 Team,15,80.465,2.5970000000000084,0.21099999999999852
2022,3,Australian Grand Prix,MAG,Haas F1 Team,17,80.254,2.38600000000001,-0.21099999999999852
2022,3,Australian Grand Prix,ALB,Williams,16,80.135,2.26700000000001,-1.2369999999999948
2022,3,Australian Grand Prix,LAT,Williams,19,81.372,3.504000000000005,1.2369999999999948
2022,3,Australian Grand Prix,VET,Aston Martin,18,81.149,3.281000000000006,0.0
2022,4,Emilia Romagna Grand Prix,VER,Red Bull Racing,1,87.999,0.0,-1.8090000000000117
2022,4,Emilia Romagna Grand Prix,PER,Red Bull Racing,7,89.808,1.8090000000000117,1.8090000000000117
2022,4,Emilia Romagna Grand Prix,LEC,Ferrari,2,88.778,0.7790000000000106,9.788000000000011
2022,4,Emilia Romagna Grand Prix,SAI,Ferrari,10,78.99,-9.009,-9.788000000000011
2022,4,Emilia Romagna Grand Prix,NOR,McLaren,3,89.131,1.132000000000005,-0.6110000000000042
2022,4,Emilia Romagna Grand Prix,RIC,McLaren,6,89.742,1.7430000000000092,0.6110000000000042
2022,4,Emilia Romagna Grand Prix,MAG,Haas F1 Team,4,89.164,1.1650000000000063,8.248000000000005
2022,4,Emilia Romagna Grand Prix,MSC,Haas F1 Team,12,80.916,-7.082999999999998,-8.248000000000005
2022,4,Emilia Romagna Grand Prix,ALO,Alpine,5,89.202,1.203000000000003,6.864000000000004
2022,4,Emilia Romagna Grand Prix,OCO,Alpine,19,82.338,-5.661000000000001,-6.864000000000004
2022,4,Emilia Romagna Grand Prix,BOT,Alfa Romeo,8,90.439,2.4399999999999977,9.004999999999995
2022,4,Emilia Romagna Grand Prix,ZHO,Alfa Romeo,14,81.434,-6.564999999999998,-9.004999999999995
2022,4,Emilia Romagna Grand Prix,VET,Aston Martin,9,91.062,3.0630000000000024,2.942999999999998
2022,4,Emilia Romagna Grand Prix,STR,Aston Martin,15,88.119,0.12000000000000455,-2.942999999999998
2022,4,Emilia Romagna Grand Prix,RUS,Mercedes,11,80.757,-7.24199999999999,-0.3810000000000002
2022,4,Emilia Romagna Grand Prix,HAM,Mercedes,13,81.138,-6.86099999999999,0.3810000000000002
2022,4,Emilia Romagna Grand Prix,TSU,AlphaTauri,16,80.474,-7.5249999999999915,-0.25799999999999557
2022,4,Emilia Romagna Grand Prix,GAS,AlphaTauri,17,80.732,-7.266999999999996,0.25799999999999557
2022,4,Emilia Romagna Grand Prix,LAT,Williams,18,81.971,-6.027999999999992,0.0
2022,5,Miami Grand Prix,LEC,Ferrari,1,88.796,0.0,-0.18999999999999773
2022,5,Miami Grand Prix,SAI,Ferrari,2,88.986,0.18999999999999773,0.18999999999999773
2022,5,Miami Grand Prix,VER,Red Bull Racing,3,88.991,0.19499999999999318,-0.045000000000001705
2022,5,Miami Grand Prix,PER,Red Bull Racing,4,89.036,0.23999999999999488,0.045000000000001705
2022,5,Miami Grand Prix,BOT,Alfa Romeo,5,89.475,0.6789999999999878,-1.5450000000000017
2022,5,Miami Grand Prix,ZHO,Alfa Romeo,17,91.02,2.2239999999999895,1.5450000000000017
2022,5,Miami Grand Prix,HAM,Mercedes,6,89.625,0.8289999999999935,-0.5480000000000018
2022,5,Miami Grand Prix,RUS,Mercedes,12,90.173,1.3769999999999953,0.5480000000000018
2022,5,Miami Grand Prix,GAS,AlphaTauri,7,89.69,0.8939999999999912,-0.24200000000000443
2022,5,Miami Grand Prix,TSU,AlphaTauri,9,89.932,1.1359999999999957,0.24200000000000443
2022,5,Miami Grand Prix,NOR,McLaren,8,89.75,0.9539999999999935,-0.5600000000000023
2022,5,Miami Grand Prix,RIC,McLaren,14,90.31,1.5139999999999958,0.5600000000000023
2022,5,Miami Grand Prix,STR,Aston Martin,10,90.676,1.8799999999999955,0.4620000000000033
2022,5,Miami Grand Prix,VET,Aston Martin,13,90.214,1.4179999999999922,-0.4620000000000033
2022,5,Miami Grand Prix,ALO,Alpine,11,90.16,1.36399999999999,0.0
2022,5,Miami Grand Prix,MSC,Haas F1 Team,15,90.423,1.6269999999999953,-0.5519999999999925
2022,5,Miami Grand Prix,MAG,Haas F1 Team,16,90.975,2.178999999999988,0.5519999999999925
2022,5,Miami Grand Prix,ALB,Williams,18,91.266,2.469999999999999,-0.0589999999999975
2022,5,Miami Grand Prix,LAT,Williams,19,91.325,2.5289999999999964,0.0589999999999975
2022,6,Spanish Grand Prix,LEC,Ferrari,1,78.75,0.0,-0.4159999999999968
2022,6,Spanish Grand Prix,SAI,Ferrari,3,79.166,0.4159999999999968,0.4159999999999968
2022,6,Spanish Grand Prix,VER,Red Bull Racing,2,79.073,0.3229999999999933,-0.3470000000000084
2022,6,Spanish Grand Prix,PER,Red Bull Racing,5,79.42,0.6700000000000017,0.3470000000000084
2022,6,Spanish Grand Prix,RUS,Mercedes,4,79.393,0.6430000000000007,-0.11899999999999977
2022,6,Spanish Grand Prix,HAM,Mercedes,6,79.512,0.7620000000000005,0.11899999999999977
2022,6,Spanish Grand Prix,BOT,Alfa Romeo,7,79.608,0.8580000000000041,-1.48599999999999
2022,6,Spanish Grand Prix,ZHO,Alfa Romeo,15,81.094,2.343999999999994,1.48599999999999
2022,6,Spanish Grand Prix,MAG,Haas F1 Team,8,79.682,0.9320000000000022,-0.6859999999999928
2022,6,Spanish Grand Prix,MSC,Haas F1 Team,10,80.368,1.617999999999995,0.6859999999999928
2022,6,Spanish Grand Prix,RIC,McLaren,9,80.297,1.546999999999997,-0.1740000000000066
2022,6,Spanish Grand Prix,NOR,McLaren,11,80.471,1.7210000000000036,0.1740000000000066
2022,6,Spanish Grand Prix,OCO,Alpine,12,80.638,1.8880000000000052,-0.40500000000000114
2022,6,Spanish Grand Prix,ALO,Alpine,17,81.043,2.2930000000000064,0.40500000000000114
2022,6,Spanish Grand Prix,TSU,AlphaTauri,13,80.639,1.8889999999999958,-0.2220000000000084
2022,6,Spanish Grand Prix,GAS,AlphaTauri,14,80.861,2.111000000000004,0.2220000000000084
2022,6,Spanish Grand Prix,VET,Aston Martin,16,80.954,2.2039999999999935,-0.46400000000001285
2022,6,Spanish Grand Prix,STR,Aston Martin,18,81.418,2.6680000000000064,0.46400000000001285
2022,6,Spanish Grand Prix,ALB,Williams,19,81.645,2.894999999999996,-0.27000000000001023
2022,6,Spanish Grand Prix,LAT,Williams,20,81.915,3.1650000000000063,0.27000000000001023
2022,7,Monaco Grand Prix,LEC,Ferrari,1,71.376,0.0,-0.22499999999999432
2022,7,Monaco Grand Prix,SAI,Ferrari,2,71.601,0.22499999999999432,0.22499999999999432
2022,7,Monaco Grand Prix,PER,Red Bull Racing,3,71.629,0.2530000000000001,-0.03699999999999193
2022,7,Monaco Grand Prix,VER,Red Bull Racing,4,71.666,0.28999999999999204,0.03699999999999193
2022,7,Monaco Grand Prix,NOR,McLaren,5,71.849,0.472999999999999,-1.1149999999999949
2022,7,Monaco Grand Prix,RIC,McLaren,14,72.964,1.5879999999999939,1.1149999999999949
2022,7,Monaco Grand Prix,RUS,Mercedes,6,72.112,0.73599999999999,-0.4480000000000075
2022,7,Monaco Grand Prix,HAM,Mercedes,8,72.56,1.1839999999999975,0.4480000000000075
2022,7,Monaco Grand Prix,ALO,Alpine,7,72.247,0.8709999999999951,-0.7999999999999972
2022,7,Monaco Grand Prix,OCO,Alpine,10,73.047,1.6709999999999923,0.7999999999999972
2022,7,Monaco Grand Prix,VET,Aston Martin,9,72.732,1.3559999999999945,-0.945999999999998
2022,7,Monaco Grand Prix,STR,Aston Martin,18,73.678,2.3019999999999925,0.945999999999998
2022,7,Monaco Grand Prix,TSU,AlphaTauri,11,72.797,1.4209999999999923,-0.8629999999999995
2022,7,Monaco Grand Prix,GAS,AlphaTauri,17,73.66,2.283999999999992,0.8629999999999995
2022,7,Monaco Grand Prix,BOT,Alfa Romeo,12,72.909,1.5330000000000013,-2.6969999999999885
2022,7,Monaco Grand Prix,ZHO,Alfa Romeo,20,75.606,4.22999999999999,2.6969999999999885
2022,7,Monaco Grand Prix,MAG,Haas F1 Team,13,72.921,1.5450000000000017,-0.1599999999999966
2022,7,Monaco Grand Prix,MSC,Haas F1 Team,15,73.081,1.7049999999999983,0.1599999999999966
2022,7,Monaco Grand Prix,ALB,Williams,16,73.611,2.2349999999999994,-0.7920000000000016
2022,7,Monaco Grand Prix,LAT,Williams,19,74.403,3.027000000000001,0.7920000000000016
2022,8,Azerbaijan Grand Prix,LEC,Ferrari,1,101.359,0.0,-0.4549999999999983
2022,8,Azerbaijan Grand Prix,SAI,Ferrari,4,101.814,0.4549999999999983,0.4549999999999983
2022,8,Azerbaijan Grand Prix,PER,Red Bull Racing,2,101.641,0.2820000000000107,-0.06499999999999773
2022,8,Azerbaijan Grand Prix,VER,Red Bull Racing,3,101.706,0.3470000000000084,0.06499999999999773
2022,8,Azerbaijan Grand Prix,RUS,Mercedes,5,102.712,1.3530000000000086,-0.2120000000000033
2022,8,Azerbaijan Grand Prix,HAM,Mercedes,7,102.924,1.565000000000012,0.2120000000000033
2022,8,Azerbaijan Grand Prix,GAS,AlphaTauri,6,102.845,1.4860000000000042,-0.21099999999999852
2022,8,Azerbaijan Grand Prix,TSU,AlphaTauri,8,103.056,1.6970000000000027,0.21099999999999852
2022,8,Azerbaijan Grand Prix,VET,Aston Martin,9,103.091,1.7319999999999993,-2.280000000000001
2022,8,Azerbaijan Grand Prix,STR,Aston Martin,19,105.371,4.0120000000000005,2.280000000000001
2022,8,Azerbaijan Grand Prix,ALO,Alpine,10,103.173,1.8140000000000072,-0.41199999999999193
2022,8,Azerbaijan Grand Prix,OCO,Alpine,13,103.585,2.225999999999999,0.41199999999999193
2022,8,Azerbaijan Grand Prix,NOR,McLaren,11,103.398,2.0390000000000015,-0.17600000000000193
2022,8,Azerbaijan Grand Prix,RIC,McLaren,12,103.574,2.2150000000000034,0.17600000000000193
2022,8,Azerbaijan Grand Prix,ZHO,Alfa Romeo,14,103.79,2.4310000000000116,-0.6539999999999964
2022,8,Azerbaijan Grand Prix,BOT,Alfa Romeo,15,104.444,3.085000000000008,0.6539999999999964
2022,8,Azerbaijan Grand Prix,MAG,Haas F1 Team,16,104.643,3.284000000000006,-1.132000000000005
2022,8,Azerbaijan Grand Prix,MSC,Haas F1 Team,20,105.775,4.416000000000011,1.132000000000005
2022,8,Azerbaijan Grand Prix,ALB,Williams,17,104.719,3.3599999999999994,-0.6480000000000103
2022,8,Azerbaijan Grand Prix,LAT,Williams,18,105.367,4.00800000000001,0.6480000000000103
2022,9,Canadian Grand Prix,VER,Red Bull Racing,1,81.299,0.0,-11.827999999999989
2022,9,Canadian Grand Prix,PER,Red Bull Racing,13,93.127,11.827999999999989,11.827999999999989
2022,9,Canadian Grand Prix,ALO,Alpine,2,81.944,0.644999999999996,-1.5849999999999937
2022,9,Canadian Grand Prix,OCO,Alpine,7,83.529,2.2299999999999898,1.5849999999999937
2022,9,Canadian Grand Prix,SAI,Ferrari,3,82.096,0.796999999999997,-10.911999999999992
2022,9,Canadian Grand Prix,LEC,Ferrari,15,93.008,11.708999999999989,10.911999999999992
2022,9,Canadian Grand Prix,HAM,Mercedes,4,82.891,1.5919999999999987,-0.6659999999999968
2022,9,Canadian Grand Prix,RUS,Mercedes,8,83.557,2.2579999999999956,0.6659999999999968
2022,9,Canadian Grand Prix,MAG,Haas F1 Team,5,82.96,1.6609999999999872,-0.3960000000000008
2022,9,Canadian Grand Prix,MSC,Haas F1 Team,6,83.356,2.056999999999988,0.3960000000000008
2022,9,Canadian Grand Prix,RIC,McLaren,9,83.749,2.4499999999999886,-10.317000000000007
2022,9,Canadian Grand Prix,NOR,McLaren,14,94.066,12.766999999999996,10.317000000000007
2022,9,Canadian Grand Prix,ZHO,Alfa Romeo,10,84.03,2.7309999999999945,-2.7579999999999956
2022,9,Canadian Grand Prix,BOT,Alfa Romeo,11,86.788,5.48899999999999,2.7579999999999956
2022,9,Canadian Grand Prix,ALB,Williams,12,86.858,5.5589999999999975,-8.801999999999992
2022,9,Canadian Grand Prix,LAT,Williams,19,95.66,14.36099999999999,8.801999999999992
2022,9,Canadian Grand Prix,GAS,AlphaTauri,16,94.492,13.192999999999998,-2.0829999999999984
2022,9,Canadian Grand Prix,TSU,AlphaTauri,20,96.575,15.275999999999996,2.0829999999999984
2022,9,Canadian Grand Prix,VET,Aston Martin,17,94.512,13.212999999999994,-1.019999999999996
2022,9,Canadian Grand Prix,STR,Aston Martin,18,95.532,14.23299999999999,1.019999999999996
2022,10,British Grand Prix,SAI,Ferrari,1,100.983,0.0,-0.3149999999999977
2022,10,British Grand Prix,LEC,Ferrari,3,101.298,0.3149999999999977,0.3149999999999977
2022,10,British Grand Prix,VER,Red Bull Racing,2,101.055,0.07200000000000273,-0.5609999999999928
2022,10,British Grand Prix,PER,Red Bull Racing,4,101.616,0.6329999999999956,0.5609999999999928
2022,10,British Grand Prix,HAM,Mercedes,5,101.995,1.0120000000000005,-0.16599999999999682
2022,10,British Grand Prix,RUS,Mercedes,8,102.161,1.1779999999999973,0.16599999999999682
2022,10,British Grand Prix,NOR,McLaren,6,102.084,1.100999999999999,-2.271000000000001
2022,10,British Grand Prix,RIC,McLaren,14,104.355,3.372,2.271000000000001
2022,10,British Grand Prix,ALO,Alpine,7,102.116,1.1329999999999956,-3.073999999999998
2022,10,British Grand Prix,OCO,Alpine,15,105.19,4.206999999999994,3.073999999999998
2022,10,British Grand Prix,ZHO,Alfa Romeo,9,102.719,1.73599999999999,-1.5130000000000052
2022,10,British Grand Prix,BOT,Alfa Romeo,12,104.232,3.2489999999999952,1.5130000000000052
2022,10,British Grand Prix,LAT,Williams,10,123.095,22.111999999999995,21.016999999999996
2022,10,British Grand Prix,ALB,Williams,16,102.078,1.0949999999999989,-21.016999999999996
2022,10,British Grand Prix,GAS,AlphaTauri,11,103.702,2.718999999999994,-0.6090000000000089
2022,10,British Grand Prix,TSU,AlphaTauri,13,104.311,3.328000000000003,0.6090000000000089
2022,10,British Grand Prix,MAG,Haas F1 Team,17,102.159,1.176000000000002,-0.5489999999999924
2022,10,British Grand Prix,MSC,Haas F1 Team,19,102.708,1.7249999999999943,0.5489999999999924
2022,10,British Grand Prix,VET,Aston Martin,18,102.666,1.6829999999999927,-0.76400000000001
2022,10,British Grand Prix,STR,Aston Martin,20,103.43,2.4470000000000027,0.76400000000001
2022,11,Austrian Grand Prix,VER,Red Bull Racing,1,64.984,0.0,-1.4740000000000038
2022,11,Austrian Grand Prix,PER,Red Bull Racing,13,66.458,1.4740000000000038,1.4740000000000038
2022,11,Austrian Grand Prix,LEC,Ferrari,2,65.013,0.029000000000010573,-0.05299999999999727
2022,11,Austrian Grand Prix,SAI,Ferrari,3,65.066,0.08200000000000784,0.05299999999999727
2022,11,Austrian Grand Prix,RUS,Mercedes,4,65.431,0.44700000000000273,-7.719999999999999
2022,11,Austrian Grand Prix,HAM,Mercedes,9,73.151,8.167000000000002,7.719999999999999
2022,11,Austrian Grand Prix,OCO,Alpine,5,65.726,0.7420000000000044,-0.37699999999999534
2022,11,Austrian Grand Prix,ALO,Alpine,8,66.103,1.1189999999999998,0.37699999999999534
2022,11,Austrian Grand Prix,MAG,Haas F1 Team,6,65.879,0.8950000000000102,-0.1319999999999908
2022,11,Austrian Grand Prix,MSC,Haas F1 Team,7,66.011,1.027000000000001,0.1319999999999908
2022,11,Austrian Grand Prix,GAS,AlphaTauri,10,66.16,1.176000000000002,-0.6910000000000025
2022,11,Austrian Grand Prix,TSU,AlphaTauri,14,66.851,1.8670000000000044,0.6910000000000025
2022,11,Austrian Grand Prix,ALB,Williams,11,66.23,1.2460000000000093,-0.7729999999999961
2022,11,Austrian Grand Prix,LAT,Williams,19,67.003,2.0190000000000055,0.7729999999999961
2022,11,Austrian Grand Prix,BOT,Alfa Romeo,12,66.319,1.335000000000008,-0.5819999999999936
2022,11,Austrian Grand Prix,ZHO,Alfa Romeo,18,66.901,1.9170000000000016,0.5819999999999936
2022,11,Austrian Grand Prix,NOR,McLaren,15,85.847,20.863,19.233999999999995
2022,11,Austrian Grand Prix,RIC,McLaren,16,66.613,1.6290000000000049,-19.233999999999995
2022,11,Austrian Grand Prix,STR,Aston Martin,17,66.847,1.8629999999999995,-0.2360000000000042
2022,11,Austrian Grand Prix,VET,Aston Martin,20,67.083,2.0990000000000038,0.2360000000000042
2022,12,French Grand Prix,LEC,Ferrari,1,90.872,0.0,-0.20900000000000318
2022,12,French Grand Prix,SAI,Ferrari,9,91.081,0.20900000000000318,0.20900000000000318
2022,12,French Grand Prix,VER,Red Bull Racing,2,91.176,0.30400000000000205,-0.15899999999999181
2022,12,French Grand Prix,PER,Red Bull Racing,3,91.335,0.46299999999999386,0.15899999999999181
2022,12,French Grand Prix,HAM,Mercedes,4,91.765,0.8930000000000007,-0.36599999999999966
2022,12,French Grand Prix,RUS,Mercedes,6,92.131,1.2590000000000003,0.36599999999999966
2022,12,French Grand Prix,NOR,McLaren,5,92.032,1.1599999999999966,-0.8900000000000006
2022,12,French Grand Prix,RIC,McLaren,11,92.922,2.049999999999997,0.8900000000000006
2022,12,French Grand Prix,ALO,Alpine,7,92.552,1.6800000000000068,-0.4959999999999951
2022,12,French Grand Prix,OCO,Alpine,12,93.048,2.176000000000002,0.4959999999999951
2022,12,French Grand Prix,TSU,AlphaTauri,8,92.78,1.9080000000000013,-0.6589999999999918
2022,12,French Grand Prix,GAS,AlphaTauri,16,93.439,2.566999999999993,0.6589999999999918
2022,12,French Grand Prix,MAG,Haas F1 Team,10,92.649,1.777000000000001,-1.0519999999999925
2022,12,French Grand Prix,MSC,Haas F1 Team,19,93.701,2.8289999999999935,1.0519999999999925
2022,12,French Grand Prix,BOT,Alfa Romeo,13,93.052,2.180000000000007,-0.6219999999999999
2022,12,French Grand Prix,ZHO,Alfa Romeo,18,93.674,2.8020000000000067,0.6219999999999999
2022,12,French Grand Prix,VET,Aston Martin,14,93.276,2.4039999999999964,-0.1629999999999967
2022,12,French Grand Prix,STR,Aston Martin,17,93.439,2.566999999999993,0.1629999999999967
2022,12,French Grand Prix,ALB,Williams,15,93.307,2.4350000000000023,-0.48699999999999477
2022,12,French Grand Prix,LAT,Williams,20,93.794,2.921999999999997,0.48699999999999477
2022,13,Hungarian Grand Prix,RUS,Mercedes,1,77.377,0.0,-0.7650000000000006
2022,13,Hungarian Grand Prix,HAM,Mercedes,7,78.142,0.7650000000000006,0.7650000000000006
2022,13,Hungarian Grand Prix,SAI,Ferrari,2,77.421,0.04400000000001114,-0.14599999999998658
2022,13,Hungarian Grand Prix,LEC,Ferrari,3,77.567,0.18999999999999773,0.14599999999998658
2022,13,Hungarian Grand Prix,NOR,McLaren,4,77.769,0.3920000000000101,-0.6099999999999994
2022,13,Hungarian Grand Prix,RIC,McLaren,9,78.379,1.0020000000000095,0.6099999999999994
2022,13,Hungarian Grand Prix,OCO,Alpine,5,78.018,0.6410000000000053,-0.060000000000002274
2022,13,Hungarian Grand Prix,ALO,Alpine,6,78.078,0.7010000000000076,0.060000000000002274
2022,13,Hungarian Grand Prix,BOT,Alfa Romeo,8,78.157,0.7800000000000011,-0.4159999999999968
2022,13,Hungarian Grand Prix,ZHO,Alfa Romeo,12,78.573,1.195999999999998,0.4159999999999968
2022,13,Hungarian Grand Prix,VER,Red Bull Racing,10,78.823,1.445999999999998,0.30699999999998795
2022,13,Hungarian Grand Prix,PER,Red Bull Racing,11,78.516,1.13900000000001,-0.30699999999998795
2022,13,Hungarian Grand Prix,MAG,Haas F1 Team,13,78.825,1.4480000000000075,-0.37699999999999534
2022,13,Hungarian Grand Prix,MSC,Haas F1 Team,15,79.202,1.8250000000000028,0.37699999999999534
2022,13,Hungarian Grand Prix,STR,Aston Martin,14,79.137,1.7600000000000051,-0.13599999999999568
2022,13,Hungarian Grand Prix,VET,Aston Martin,18,79.273,1.8960000000000008,0.13599999999999568
2022,13,Hungarian Grand Prix,TSU,AlphaTauri,16,79.24,1.8629999999999995,-0.28700000000000614
2022,13,Hungarian Grand Prix,GAS,AlphaTauri,19,79.527,2.1500000000000057,0.28700000000000614
2022,13,Hungarian Grand Prix,ALB,Williams,17,79.256,1.8790000000000049,-0.31399999999999295
2022,13,Hungarian Grand Prix,LAT,Williams,20,79.57,2.192999999999998,0.31399999999999295
2022,14,Belgian Grand Prix,VER,Red Bull Racing,1,103.665,0.0,-0.796999999999997
2022,14,Belgian Grand Prix,PER,Red Bull Racing,3,104.462,0.796999999999997,0.796999999999997
2022,14,Belgian Grand Prix,SAI,Ferrari,2,104.297,0.6319999999999908,-0.2560000000000002
2022,14,Belgian Grand Prix,LEC,Ferrari,4,104.553,0.887999999999991,0.2560000000000002
2022,14,Belgian Grand Prix,OCO,Alpine,5,105.18,1.5150000000000006,-0.18799999999998818
2022,14,Belgian Grand Prix,ALO,Alpine,6,105.368,1.7029999999999887,0.18799999999998818
2022,14,Belgian Grand Prix,HAM,Mercedes,7,105.503,1.8379999999999939,-0.27299999999999613
2022,14,Belgian Grand Prix,RUS,Mercedes,8,105.776,2.11099999999999,0.27299999999999613
2022,14,Belgian Grand Prix,ALB,Williams,9,105.837,2.171999999999997,-0.563999999999993
2022,14,Belgian Grand Prix,LAT,Williams,17,106.401,2.73599999999999,0.563999999999993
2022,14,Belgian Grand Prix,NOR,McLaren,10,106.178,2.512999999999991,0.41100000000000136
2022,14,Belgian Grand Prix,RIC,McLaren,11,105.767,2.1019999999999897,-0.41100000000000136
2022,14,Belgian Grand Prix,GAS,AlphaTauri,12,105.827,2.161999999999992,-0.8649999999999949
2022,14,Belgian Grand Prix,TSU,AlphaTauri,19,106.692,3.026999999999987,0.8649999999999949
2022,14,Belgian Grand Prix,ZHO,Alfa Romeo,13,106.085,2.4199999999999875,-1.781000000000006
2022,14,Belgian Grand Prix,BOT,Alfa Romeo,20,107.866,4.200999999999993,1.781000000000006
2022,14,Belgian Grand Prix,STR,Aston Martin,14,106.611,2.945999999999998,0.2670000000000101
2022,14,Belgian Grand Prix,VET,Aston Martin,16,106.344,2.678999999999988,-0.2670000000000101
2022,14,Belgian Grand Prix,MSC,Haas F1 Team,15,107.718,4.052999999999997,1.1610000000000014
